	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
ABTB1	0.115115827942046	-0.0219519018891092	0.178	0.218	1
TMEM82	0.0207289547458131	-0.0219905119697658	0.002	0.018	1
HARBI1	0.0207289547458131	-0.0219905119697658	0.002	0.018	1
CFAP65	0.0273850624251712	-0.0219905119697658	0.002	0.017	1
PPP1R1A	0.0315096204216207	-0.0219905119697658	0.002	0.016	1
C1orf61	0.0315272270805801	-0.0219905119697658	0.002	0.016	1
DNAJC18	0.104674794146779	-0.021996574516031	0.017	0.032	1
MFAP3	0.104674794146779	-0.021996574516031	0.017	0.032	1
FGB	0.700101031000544	-0.021996574516031	0.005	0.007	1
CHST11	0.0199812568477903	-0.0220024650507658	0.02	0.045	1
CYTH3	0.060665312589904	-0.0220024650507658	0.024	0.045	1
FBLN2	0.0345157551204067	-0.0220081907922466	0.032	0.058	1
TNFRSF11A	0.0804416969287157	-0.0220137585604461	0.049	0.074	1
TTF2	0.202034660724124	-0.0220244456257778	0.078	0.099	1
TEP1	0.0209468763239495	-0.0220295768045119	0.068	0.108	1
PDHX	0.211131832962981	-0.0220295768045119	0.095	0.118	1
LRCH3	0.393857202698001	-0.0220488104944604	0.146	0.163	1
CLPSL2	0.0113276355540168	-0.0221302693653463	0	0.015	1
FEZF1	0.0113276355540168	-0.0221302693653463	0	0.015	1
ZNF488	0.0113276355540168	-0.0221302693653463	0	0.015	1
WDR93	0.0113276355540168	-0.0221302693653463	0	0.015	1
SAMD11	0.0130416181294994	-0.0221302693653463	0	0.015	1
CFAP47	0.0130416181294994	-0.0221302693653463	0	0.015	1
SPDYC	0.0130416181294994	-0.0221302693653463	0	0.015	1
AKR1E2	0.0130416181294994	-0.0221302693653463	0	0.015	1
KRT12	0.0130416181294994	-0.0221302693653463	0	0.015	1
KLHDC1	0.0150211901762945	-0.0221302693653463	0	0.014	1
TPSB2	0.137917214429168	-0.0221302693653463	0	0.005	1
FGA	0.137917917351188	-0.0221302693653463	0	0.005	1
AUNIP	0.0423613241129156	-0.0221343302693792	0.012	0.03	1
ZFP30	0.0533533627979576	-0.0221343302693792	0.012	0.029	1
RILPL1	0.0894896315645458	-0.0221343302693792	0.015	0.03	1
NR3C2	0.138401227848353	-0.0221382756865207	0.027	0.043	1
BRMS1L	0.138381934526198	-0.0221421104741498	0.039	0.058	1
NTAN1	0.117319065471011	-0.0221494662655278	0.063	0.088	1
B4GALT3	0.197961585622969	-0.0221630363339653	0.12	0.145	1
TMEM43	0.3167489613462	-0.0221630363339653	0.12	0.139	1
RNF39	0.218090877258559	-0.0221693081712064	0.115	0.139	1
MAPK15	0.344996427453663	-0.0222727366582965	0.012	0.019	1
PLXND1	0.0490510969363895	-0.0222766448969712	0.029	0.053	1
ZNF16	0.185164221473078	-0.0222766448969712	0.039	0.055	1
GABPB1	0.125103836114646	-0.0222785177789578	0.049	0.07	1
TSPAN17	0.192835008584771	-0.0222855175001756	0.105	0.13	1
HEATR3	0.109596261298768	-0.0224117983038701	0.034	0.054	1
TDP1	0.109168800433094	-0.0224117983038702	0.046	0.068	1
IDUA	0.233261841050964	-0.0224117983038703	0.066	0.084	1
ESRRG	0.0277050008281461	-0.0224117983038703	0.007	0.025	1
TAF5	0.0277050008281461	-0.0224117983038703	0.007	0.025	1
UGT1A1	0.0405522357339508	-0.0224117983038703	0.007	0.023	1
ZNF573	0.0528472327085463	-0.0224117983038703	0.01	0.026	1
PRICKLE2	0.085261129417721	-0.0224117983038703	0.01	0.023	1
COL22A1	0.136628334209672	-0.0224117983038703	0.01	0.021	1
C3orf38	0.258162784843105	-0.0224117983038703	0.078	0.096	1
COPS5	0.634539329760302	-0.0225111198447094	0.361	0.371	1
GPATCH4	0.081231169866718	-0.0225279059085274	0.166	0.21	1
CCDC9	0.282575019839831	-0.0225438467265415	0.063	0.079	1
OTUD3	0.179343245909669	-0.0225456849023507	0.046	0.064	1
FAM219A	0.0363149256861963	-0.0225495191803902	0.017	0.038	1
HTD2	0.13437000078208	-0.0225495191803902	0.022	0.037	1
CCNJL	0.0400185170907927	-0.0225515198710598	0.007	0.023	1
ZNF449	0.045430144625707	-0.0225515198710598	0.007	0.023	1
BACH2	0.058505877130674	-0.0225515198710598	0.007	0.021	1
NRL	0.0754603542586517	-0.0225515198710598	0.007	0.02	1
AGPS	0.409703074281134	-0.0226444722888742	0.193	0.212	1
R3HCC1L	0.271874963328422	-0.0226728959502056	0.073	0.09	1
KLHL25	0.148525194059893	-0.0226801817184456	0.041	0.06	1
LY6G5C	0.0302785610738427	-0.0226878857682835	0.015	0.036	1
ZNF117	0.0626526335948052	-0.0226878857682835	0.017	0.035	1
CYP2D6	0.0696075095526371	-0.0226878857682835	0.017	0.034	1
TRIM45	0.0282612924938953	-0.0226919060692176	0.005	0.021	1
CYB5RL	0.0322925847711482	-0.0226919060692176	0.005	0.02	1
ZNF19	0.0322925847711482	-0.0226919060692176	0.005	0.02	1
SEMA6C	0.0368996938833399	-0.0226919060692176	0.005	0.02	1
C3orf67	0.0368996938833399	-0.0226919060692176	0.005	0.02	1
C8orf34	0.0550615032512178	-0.0226919060692176	0.005	0.018	1
NR1H2	0.490420336912424	-0.0227305907128326	0.288	0.306	1
ZNF562	0.551032369384319	-0.0227840586699888	0.127	0.137	1
NUP188	0.130638389992917	-0.0228043149818157	0.066	0.09	1
AUP1	0.0843894747058482	-0.0228086336910206	0.512	0.574	1
RPGRIP1L	0.299199049959764	-0.0228152929340738	0.046	0.059	1
ITPKB	0.0849520281851402	-0.0228269026200384	0.017	0.033	1
XK	0.0942298764543655	-0.0228269026200384	0.017	0.033	1
KIAA1328	0.104443121113716	-0.0228269026200384	0.017	0.032	1
DNAH5	0.141542412401112	-0.0228269026200384	0.017	0.03	1
FOXD2	0.0180327958004484	-0.0228329616526178	0.002	0.018	1
ADPRH	0.0180327958004484	-0.0228329616526178	0.002	0.018	1
AC005551.1	0.0207174195535496	-0.0228329616526178	0.002	0.018	1
PDX1	0.182098083039239	-0.0229510227694596	0.041	0.058	1
PSRC1	0.0940640179333524	-0.0229665743310445	0.012	0.026	1
REEP1	0.0994453329447835	-0.0229665743310445	0.015	0.029	1
TESK2	0.00984288558344917	-0.0229746914209953	0	0.016	1
SOX30	0.00984288558344917	-0.0229746914209953	0	0.016	1
TBKBP1	0.00984288558344917	-0.0229746914209953	0	0.016	1
S1PR1	0.0113278721964127	-0.0229746914209953	0	0.015	1
VASH2	0.0113278721964127	-0.0229746914209953	0	0.015	1
GPC3	0.0113278721964127	-0.0229746914209953	0	0.015	1
RSPH14	0.0113278721964127	-0.0229746914209953	0	0.015	1
PANX2	0.0113278721964127	-0.0229746914209953	0	0.015	1
BEST4	0.0130416181294994	-0.0229746914209953	0	0.015	1
B4GALNT2	0.0306878348053429	-0.0229746914209953	0	0.011	1
SFRP1	0.0639170279673879	-0.0229746914209953	0	0.008	1
OSBP	0.323264569031813	-0.02302688892964	0.134	0.154	1
CLK4	0.159785048976952	-0.0230600549047072	0.076	0.099	1
HEMK1	0.263329119129076	-0.0230689128863482	0.066	0.083	1
TTC12	0.184541717982957	-0.0230873754835715	0.039	0.055	1
HSPA9	0.210247410577765	-0.0230885639036564	0.454	0.505	1
ERAP2	0.125501493996175	-0.0230970013758286	0.027	0.043	1
NLRP1	0.0165472859323257	-0.0231069055401018	0.007	0.027	1
SPRYD7	0.242919467815087	-0.0231514522759237	0.129	0.153	1
CHMP4C	0.215167329199698	-0.0231610556777034	0.261	0.298	1
TGFBR1	0.131202933596251	-0.0231810305486411	0.078	0.104	1
PKNOX1	0.168699733706836	-0.0231810305486411	0.088	0.112	1
TAF5L	0.0697283769798433	-0.0232130729931092	0.044	0.069	1
TUBGCP5	0.0925873719938121	-0.0232243553745693	0.034	0.055	1
SUV39H2	0.0762554366349577	-0.023235960017737	0.022	0.04	1
ZBTB37	0.163397189628216	-0.023235960017737	0.022	0.036	1
BCL2	0.0243652473890245	-0.0232479009299316	0.007	0.026	1
CCDC102A	0.0467632816820061	-0.0232479009299316	0.01	0.026	1
NEMP2	0.0527615801038723	-0.0232479009299316	0.01	0.026	1
ACP3	0.0670801222071558	-0.0232479009299316	0.01	0.024	1
CSNK1G3	0.134117717919266	-0.0232993375757186	0.095	0.123	1
ATM	0.0947286267671133	-0.0233111940925594	0.071	0.098	1
TRIQK	0.30354636277866	-0.0233111940925594	0.09	0.108	1
GTDC1	0.143897143026319	-0.0233487436711453	0.046	0.066	1
STPG1	0.127468136910071	-0.023361966780256	0.034	0.052	1
TIAM1	0.00468378169454038	-0.0233755684677097	0.01	0.037	1
MAPKBP1	0.0511295144307244	-0.0233755684677097	0.017	0.036	1
AC098484.3	0.0168351933432766	-0.0233895652277003	0.005	0.023	1
CACNA2D4	0.0168351933432766	-0.0233895652277003	0.005	0.023	1
DKK2	0.0855492993321876	-0.0233895652277003	0.007	0.02	1
TSFM	0.267768232375185	-0.023428317663092	0.102	0.122	1
CAAP1	0.171536365793122	-0.023460649706584	0.18	0.213	1
IFT172	0.0152558601383958	-0.0234676278609768	0.3	0.383	1
NARS2	0.296042039762119	-0.0234702686674826	0.063	0.078	1
DNAJC16	0.453953463370481	-0.0234702686674826	0.063	0.074	1
STAMBPL1	0.0470780875995579	-0.0235002140785341	0.027	0.05	1
TRIM23	0.176778645830808	-0.0235002140785341	0.032	0.047	1
INCENP	0.253655368793644	-0.0235002140785341	0.034	0.047	1
THSD1	0.00920889061483799	-0.023531903205547	0.002	0.021	1
PACSIN1	0.0105612063016542	-0.023531903205547	0.002	0.021	1
VGLL3	0.0121144217600551	-0.023531903205547	0.002	0.02	1
ZNF713	0.0282332304841696	-0.023531903205547	0.005	0.021	1
UNC5A	0.0322606012037641	-0.023531903205547	0.005	0.02	1
KLF8	0.0368632559672675	-0.023531903205547	0.005	0.02	1
RFX3	0.242607351109582	-0.0236052590427335	0.056	0.073	1
SC5D	0.371247396333009	-0.0236085590866313	0.156	0.175	1
PIGV	0.144393124587134	-0.0236219438026643	0.044	0.063	1
MINDY3	0.236239760105362	-0.0236219438026643	0.044	0.059	1
ARHGEF37	0.0409328456946268	-0.0236391016878724	0.024	0.048	1
C19orf53	0.814336523968649	-0.0236608358420261	0.793	0.768	1
D2HGDH	0.273348951713157	-0.0236712440764687	0.107	0.127	1
ZNF777	0.0156915482407583	-0.0236749196811187	0.002	0.019	1
FXYD4	0.0156915482407583	-0.0236749196811187	0.002	0.019	1
MMP24	0.0156915482407583	-0.0236749196811187	0.002	0.019	1
ADM5	0.0156915482407583	-0.0236749196811187	0.002	0.019	1
NMNAT2	0.0180227698611074	-0.0236749196811187	0.002	0.018	1
MID2	0.0207058605590275	-0.0236749196811187	0.002	0.018	1
MYLPF	0.0207058605590275	-0.0236749196811187	0.002	0.018	1
SPAG8	0.0362487232826101	-0.0236749196811187	0.002	0.015	1
ANGPT2	0.0417410209980672	-0.0236749196811187	0.002	0.015	1
EML2	0.25413115697527	-0.0237080203505374	0.244	0.276	1
MOGAT1	0.147950722206366	-0.02374085877639	0.049	0.068	1
PDIA3	0.38410103803268	-0.0237550530874995	0.907	0.862	1
RPUSD2	0.218875143675649	-0.023759481765617	0.044	0.059	1
FBXW9	0.29131807511378	-0.023800158102174	0.107	0.127	1
CTF1	0.00855575765970307	-0.0238186195181158	0	0.017	1
DNAH2	0.00855575765970307	-0.0238186195181158	0	0.017	1
CELF4	0.00855575765970307	-0.0238186195181158	0	0.017	1
ZNF665	0.00855575765970307	-0.0238186195181158	0	0.017	1
SCARF2	0.00855575765970307	-0.0238186195181158	0	0.017	1
MAPK12	0.00855575765970307	-0.0238186195181158	0	0.017	1
TIMP4	0.00984310707959177	-0.0238186195181158	0	0.016	1
MDGA1	0.01132808990948	-0.0238186195181158	0	0.015	1
COL5A3	0.01132808990948	-0.0238186195181158	0	0.015	1
CFAP70	0.0130418501578594	-0.0238186195181158	0	0.015	1
PRSS33	0.0150211911475814	-0.0238186195181158	0	0.014	1
GC	0.137917847059033	-0.0238186195181158	0	0.005	1
CCL17	0.269374203241007	-0.0238186195181158	0	0.003	1
ATAD3A	0.182418530121969	-0.0238186195181159	0.093	0.117	1
NFRKB	0.296110260406629	-0.0238186195181159	0.093	0.111	1
KCNK15	0.0762658658688326	-0.0238375785241137	0.066	0.095	1
SLC2A6	0.136604990448869	-0.0239188157192638	0.027	0.043	1
RAB21	0.40769847436274	-0.0239204687974303	0.19	0.21	1
FAM95C	0.0165321087200075	-0.0239405923826535	0.007	0.027	1
JHY	0.0257606227017433	-0.0239405923826535	0.01	0.029	1
PCOLCE	0.0419246276996429	-0.0239405923826535	0.01	0.027	1
BLOC1S3	0.0742530113412133	-0.0239405923826535	0.012	0.027	1
PEX5	0.289009776541997	-0.023970626160432	0.08	0.098	1
HSD17B7	0.340112356412257	-0.0239771313065399	0.151	0.172	1
GFM2	0.252760921422664	-0.023991968276617	0.063	0.08	1
SLC17A5	0.195588391722145	-0.024017331622982	0.12	0.144	1
PACRGL	0.117133978242127	-0.0240364550531416	0.037	0.056	1
PBK	0.289780550950218	-0.0240364550531416	0.037	0.049	1
CAMKK2	0.214928230487847	-0.0240382161608609	0.11	0.134	1
SPINDOC	0.083810926439141	-0.0240596511853527	0.022	0.04	1
WDR27	0.162364597558733	-0.0240596511853527	0.024	0.039	1
KMT5B	0.320666033241497	-0.0240800673071806	0.166	0.187	1
DDX47	0.00986261235617685	-0.0240835192799009	0.005	0.026	1
HERC3	0.0594088447981924	-0.0240835192799009	0.01	0.025	1
FRRS1L	0.095677376803927	-0.0240835192799009	0.01	0.023	1
VGLL4	0.576785739456392	-0.0240935494933908	0.361	0.373	1
SCLY	0.143335602894324	-0.0241513556756508	0.046	0.066	1
ACP1	0.162460015969107	-0.0241640751248072	0.534	0.593	1
GTPBP10	0.119716172082723	-0.0241670545013066	0.102	0.132	1
QSOX2	0.0914643917394352	-0.0242011450515486	0.022	0.039	1
INPP5A	0.0914643917394352	-0.0242011450515486	0.022	0.039	1
PPM1L	0.133696572728627	-0.0242011450515486	0.022	0.037	1
LYRM4	0.400554544789391	-0.0242028538298583	0.163	0.181	1
ITGB5	0.0922511451983316	-0.0242140409378556	0.198	0.243	1
SMIM10	0.0219300452071361	-0.0242271240558045	0.005	0.022	1
ZFAND4	0.0309481439728584	-0.0242271240558045	0.007	0.024	1
PRR19	0.0309481439728584	-0.0242271240558045	0.007	0.024	1
CDKL3	0.0351488743876524	-0.0242271240558045	0.007	0.024	1
ARSG	0.051425196097408	-0.0242271240558045	0.007	0.022	1
SMIM15	0.103728237263574	-0.0242784747042278	0.341	0.397	1
ARL5A	0.158410800192893	-0.0242796672048805	0.176	0.209	1
PRR5L	0.0437159821345059	-0.0242894345801028	0.037	0.063	1
FAM160A1	0.141446116568382	-0.0242894345801028	0.041	0.06	1
PNPO	0.241507993054408	-0.0242964426488132	0.11	0.132	1
PIP5K1C	0.295063203458529	-0.0243213883125016	0.098	0.116	1
RBM7	0.463781171875229	-0.0243213883125016	0.105	0.117	1
WDR60	0.403888808878626	-0.0243303510718564	0.202	0.224	1
TRIM44	0.087032282839805	-0.0243341104348989	0.246	0.297	1
LKAAEAR1	0.00802672425478097	-0.0243714115451446	0.002	0.022	1
PNMA8A	0.0216035939134138	-0.0243714115451446	0.005	0.022	1
ETFBKMT	0.0246844689036706	-0.0243714115451446	0.005	0.021	1
ZFP3	0.0282051560588642	-0.0243714115451446	0.005	0.021	1
EFCAB6	0.0322606023184803	-0.0243714115451446	0.005	0.02	1
RIMKLA	0.0368268051620963	-0.0243714115451446	0.005	0.02	1
DNAJC11	0.198678861092859	-0.0243749828774513	0.132	0.158	1
BRF2	0.144872164412362	-0.0244003513973242	0.056	0.077	1
SOCS5	0.0593435184786642	-0.0244281439023749	0.037	0.061	1
FBXL17	0.0939033706690738	-0.0244281439023749	0.039	0.061	1
CELF1	0.123190752037704	-0.0244674592146333	0.246	0.286	1
RIPOR1	0.218377866676884	-0.0244805493891486	0.076	0.095	1
ADCY3	0.068580881310625	-0.0244861265417289	0.017	0.034	1
CLCC1	0.273626818413596	-0.0245087391394501	0.071	0.087	1
PPIH	0.125559054277579	-0.0245087391394501	0.271	0.317	1
APOLD1	0.0136576620812385	-0.0245163866287936	0.002	0.02	1
KSR2	0.0156828335343396	-0.0245163866287936	0.002	0.019	1
OLFML2A	0.0206942777954802	-0.0245163866287936	0.002	0.018	1
PARP16	0.0146931725172666	-0.0245674879703775	0.029	0.06	1
SETD4	0.224444532565153	-0.0245853987234576	0.09	0.111	1
INTS8	0.286150548014056	-0.0245853987234576	0.095	0.114	1
TANC2	0.703742909021469	-0.0245853987234576	0.09	0.096	1
MFSD13A	0.0803142957967283	-0.0245981143743251	0.027	0.046	1
PLCD1	0.0879834209166413	-0.0245981143743251	0.027	0.046	1
SIDT2	0.12641501768542	-0.0245981143743251	0.027	0.043	1
AKTIP	0.0818673954108618	-0.0246146833319624	0.068	0.096	1
RSAD1	0.166577273326293	-0.0246146833319624	0.078	0.101	1
MYOM1	0.064149373125188	-0.0246296235536889	0.015	0.032	1
CATIP	0.0074393433131764	-0.024662054234269	0	0.017	1
TFR2	0.0074393433131764	-0.024662054234269	0	0.017	1
ISL2	0.0074393433131764	-0.024662054234269	0	0.017	1
MAST1	0.0074393433131764	-0.024662054234269	0	0.017	1
CRYBB2	0.0074393433131764	-0.024662054234269	0	0.017	1
MLIP	0.00855596450528638	-0.024662054234269	0	0.017	1
PADI3	0.0113282886927031	-0.024662054234269	0	0.015	1
RP1	0.0230196658571787	-0.024662054234269	0	0.012	1
BMP2K	0.0156922164537335	-0.0246756853881765	0.039	0.073	1
MVD	0.0965436906372676	-0.0247090838862437	0.173	0.215	1
AC013394.1	0.063119730473673	-0.0247401621922817	0.022	0.042	1
ZNF670	0.0860431061036642	-0.0247401621922817	0.024	0.043	1
CSGALNACT2	0.0944580748890103	-0.0247401621922817	0.024	0.042	1
AP3S2	0.0547845217174278	-0.0247494089274614	0.066	0.098	1
GPR65	0.0227570722077963	-0.0247737977427395	0.01	0.03	1
ZNF570	0.0227570722077963	-0.0247737977427395	0.01	0.03	1
TXN2	0.0499304606487228	-0.0247764253895714	0.398	0.468	1
PHF23	0.501834156125497	-0.0247882525910056	0.122	0.134	1
PPP3CB	0.0590414916209959	-0.0248142885191748	0.044	0.07	1
SLC27A4	0.320475412374828	-0.0248195643137405	0.102	0.12	1
BAHD1	0.116723830924439	-0.0248480978542334	0.037	0.056	1
PLPP1	0.521261346436647	-0.0248549742321994	0.134	0.146	1
GLRX5	0.310659295387862	-0.0248606292983981	0.229	0.255	1
DHFR2	0.0623117121393082	-0.024882872343717	0.022	0.042	1
DNAAF5	0.188760094806628	-0.0248847300994793	0.076	0.097	1
GRHL2	0.189066218178725	-0.0249186539144449	0.112	0.137	1
RFT1	0.139860616248104	-0.024918653914445	0.061	0.083	1
MTMR14	0.142318010876802	-0.0249186539144451	0.154	0.186	1
IGHV3-15	0.030312180932626	-0.0249186539144452	0.01	0.002	1
SLC16A2	0.052590459948841	-0.0249186539144452	0.01	0.026	1
VWA2	0.13294820152687	-0.0249535214126857	0.046	0.067	1
ALAD	0.151889030287779	-0.0249824659780993	0.132	0.162	1
CFAP44	0.248284801707242	-0.0249893725263017	0.037	0.05	1
ABCC10	0.0794867169245155	-0.0250206508066285	0.061	0.089	1
RANBP6	0.133360709325833	-0.0250262494726028	0.022	0.037	1
ZNF518B	0.146337391501202	-0.0250262494726028	0.022	0.036	1
EID2B	0.0112843858775218	-0.0250641969199545	0.005	0.025	1
CCR6	0.0128854098524108	-0.0250641969199545	0.005	0.024	1
NCCRP1	0.0159600093239457	-0.0250641969199545	0.002	0.019	1
PPP1R1C	0.0272069122803522	-0.0250641969199545	0.007	0.025	1
MAN1B1	0.255651533335121	-0.025069227953688	0.193	0.22	1
TET2	0.12434318337586	-0.0250845171538281	0.085	0.112	1
TMEM254	0.271238790194293	-0.0250845171538281	0.1	0.12	1
CRLF3	0.0863326118381836	-0.0250933883712553	0.041	0.064	1
DDX20	0.147542691372018	-0.0251312996574624	0.034	0.051	1
ZNF816-ZNF321P	0.23421576147656	-0.0251312996574624	0.034	0.048	1
EPHA10	0.088184051012344	-0.0251702982664335	0.02	0.036	1
ZNF691	0.088184051012344	-0.0251702982664335	0.02	0.036	1
LAMP5	0.0246598334530572	-0.0252104316565438	0.005	0.021	1
ABCA13	0.0281770692766644	-0.0252104316565438	0.005	0.021	1
HYDIN	0.0551152396192243	-0.0252104316565438	0.005	0.018	1
ZNF316	0.181628177173439	-0.0252178544355593	0.093	0.117	1
ZNF888	0.178207184871424	-0.0252338937367173	0.044	0.061	1
SPACA9	0.199335160847313	-0.0252338937367173	0.046	0.063	1
TBC1D2B	0.0359647905830619	-0.0252738837788179	0.024	0.048	1
SRGAP2C	0.0368663814710634	-0.0252738837788179	0.024	0.048	1
ETFRF1	0.430023111066823	-0.0252943068369916	0.159	0.175	1
CNEP1R1	0.0684217530735948	-0.0253150234567394	0.017	0.034	1
C17orf113	0.0118901203592484	-0.0253573630681645	0.002	0.02	1
PTGER1	0.0118901203592484	-0.0253573630681645	0.002	0.02	1
H4C15	0.0136500867416308	-0.0253573630681645	0.002	0.02	1
CHST3	0.0180026527783697	-0.0253573630681645	0.002	0.018	1
CYGB	0.0180227698611074	-0.0253573630681645	0.002	0.018	1
UBE3C	0.454945879855953	-0.0253833648351613	0.176	0.191	1
SDR42E1	0.0538424830651265	-0.0254171294635304	0.024	0.046	1
USPL1	0.36821963975853	-0.0254458583935036	0.102	0.118	1
TLDC2	0.0796511576150249	-0.0254604298196024	0.015	0.03	1
BBS1	0.0990443329315878	-0.0254604298196024	0.015	0.029	1
RER1	0.0893284740576512	-0.0254627433751101	0.495	0.588	1
C3orf70	0.00647052025664741	-0.0255049961460026	0	0.018	1
STOX1	0.00647052025664741	-0.0255049961460026	0	0.018	1
AC006538.2	0.00647052025664741	-0.0255049961460026	0	0.018	1
TTC9B	0.00855615603123111	-0.0255049961460026	0	0.017	1
CCDC96	0.0098433121707897	-0.0255049961460026	0	0.016	1
SNAP25	0.00984349896336379	-0.0255049961460026	0	0.016	1
ORM1	0.0150211901762945	-0.0255049961460026	0	0.014	1
SNTN	0.0150219361326591	-0.0255049961460026	0	0.014	1
CPB1	0.0306880454623041	-0.0255049961460026	0	0.011	1
HBS1L	0.146915976128007	-0.0255473066068138	0.139	0.171	1
SDHAF1	0.175393566391706	-0.0255473066068138	0.149	0.179	1
NKIRAS1	0.0710309940327023	-0.0255610413273097	0.024	0.044	1
PDIK1L	0.13583217568522	-0.0255610413273097	0.027	0.043	1
ERLIN2	0.358373653902382	-0.0255871209319463	0.144	0.162	1
LPIN2	0.0479990771907937	-0.0256015864909324	0.178	0.226	1
PIK3CD	0.0114830908551898	-0.0256065221761842	0.007	0.029	1
SOWAHB	0.0415216494536905	-0.0256065221761842	0.012	0.03	1
ST20-MTHFS	0.0523561026901187	-0.0256065221761842	0.012	0.029	1
APC	0.307123331007302	-0.025627959377133	0.124	0.144	1
ARID3B	0.0995654942742974	-0.0256592842916233	0.034	0.054	1
ZNF720	0.198517679141843	-0.025664776098958	0.076	0.096	1
TMEM186	0.317371754194351	-0.025664776098958	0.08	0.096	1
FOXN2	0.0468827838767662	-0.0257093884044453	0.051	0.081	1
TVP23C	0.0465341197806503	-0.0257533053932584	0.01	0.026	1
KLC2	0.183513251995548	-0.0257552413782406	0.049	0.067	1
ZNF317	0.232298314165834	-0.0257552413782406	0.051	0.067	1
NPRL3	0.142038465563367	-0.0257586886741001	0.117	0.147	1
CORO1B	0.019605095837379	-0.0258304143337367	0.478	0.577	1
PRR13	0.157387961797653	-0.025837390781065	0.746	0.831	1
PEX11B	0.199591602900322	-0.0258456201514732	0.129	0.156	1
CCDC191	0.339142800397212	-0.0258472425434619	0.098	0.114	1
GFOD1	0.0592490704612417	-0.0258508822706414	0.02	0.039	1
PRDM10	0.0592490704612417	-0.0258508822706414	0.02	0.039	1
SEPSECS	0.0825768332351283	-0.0258508822706414	0.022	0.04	1
DHODH	0.0825768332351283	-0.0258508822706414	0.022	0.04	1
FARSA	0.103515460854822	-0.0258741865959521	0.305	0.356	1
PRKAA1	0.168668245433601	-0.0258839902106755	0.183	0.217	1
APLF	0.0308642690436262	-0.0259007843837502	0.007	0.024	1
PCDH1	0.0714550852383093	-0.0259586840262088	0.21	0.26	1
TEX45	0.0719003137498654	-0.025996820798859	0.02	0.037	1
TIGD2	0.0795575574908524	-0.025996820798859	0.02	0.037	1
EIF4G3	0.405167986202294	-0.0260067960458965	0.188	0.207	1
L3MBTL4	0.00919358578227319	-0.0260489641072868	0.002	0.021	1
MTBP	0.0188696103642197	-0.0260489641072868	0.005	0.023	1
SKA1	0.0188696103642197	-0.0260489641072868	0.005	0.023	1
LIMS2	0.0246351860883276	-0.0260489641072868	0.005	0.021	1
SLC35E2A	0.0865941169835198	-0.0260905806819688	0.027	0.046	1
PYROXD2	0.125212934610945	-0.0260905806819688	0.032	0.049	1
IDH2	0.00811671814067452	-0.0261630462392978	0.366	0.479	1
GAS8	0.0931438269788415	-0.0261676383160232	0.073	0.101	1
SARM1	0.0665498413032281	-0.0261821440324725	0.039	0.063	1
ZNF461	0.0103535096209289	-0.0261978495707531	0.002	0.021	1
ZSWIM5	0.0136424933466751	-0.0261978495707531	0.002	0.02	1
TMOD2	0.0136424933466751	-0.0261978495707531	0.002	0.02	1
SPAG1	0.197703155805334	-0.0262033774662445	0.1	0.124	1
ZFAND6	0.393788245580626	-0.0262116996425866	0.293	0.314	1
RIC1	0.0951235837795392	-0.0262189033099979	0.061	0.087	1
FGGY	0.216751164904308	-0.0262189033099979	0.066	0.084	1
TTC30B	0.147930323301078	-0.0262356798632984	0.029	0.045	1
MSANTD2	0.14836775833709	-0.0262356798632984	0.029	0.045	1
B3GALNT2	0.314019363635326	-0.0262538645982644	0.093	0.109	1
HNRNPDL	0.122931651416162	-0.0262621338739102	0.729	0.759	1
PLK4	0.0262954769821809	-0.0262907579236098	0.012	0.033	1
SMG8	0.0262954769821809	-0.0262907579236098	0.012	0.033	1
RAB23	0.0458114652536179	-0.0262907579236098	0.015	0.033	1
SMAD4	0.257933705995528	-0.0263057144083613	0.078	0.096	1
KDM1A	0.187038894216867	-0.0263132359861979	0.224	0.258	1
USP54	0.127192153309278	-0.0263306016553231	0.18	0.218	1
SBNO1	0.170886574446034	-0.0263306016553231	0.185	0.219	1
PSMD5	0.258616673766487	-0.0263381908127951	0.105	0.125	1
ELFN2	0.00562939451471988	-0.0263474458288547	0	0.018	1
PIEZO2	0.00647069951909061	-0.0263474458288547	0	0.018	1
SOSTDC1	0.0098433121707897	-0.0263474458288547	0	0.016	1
CFAP77	0.00984350085654067	-0.0263474458288547	0	0.016	1
FAM92B	0.017309541655214	-0.0263474458288547	0	0.014	1
MTO1	0.0813866445624421	-0.026358982820533	0.059	0.085	1
METTL1	0.104749634661929	-0.026358982820533	0.061	0.086	1
MRPL52	0.739117846157974	-0.0263781330888782	0.698	0.734	1
BTN3A1	0.342927533943533	-0.0263905870245312	0.09	0.106	1
ALG9	0.0414415341489953	-0.0264387662378496	0.012	0.03	1
C8orf44	0.0465474218957785	-0.0264387662378496	0.012	0.03	1
LIPT2	0.0522567138100835	-0.0264387662378496	0.012	0.029	1
DIXDC1	0.0737068822027289	-0.0264387662378496	0.012	0.027	1
GSAP	0.0918523772824546	-0.0264700148782236	0.032	0.052	1
SSRP1	0.128485604971886	-0.0264843346451771	0.3	0.348	1
SRP72	0.33928703649868	-0.026505446260928	0.29	0.315	1
PPP2R1B	0.061986797685467	-0.0265279067761022	0.076	0.108	1
AP5M1	0.156265521927327	-0.0265547708546244	0.105	0.132	1
