Term	Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
protein transport	GOTERM_BP_DIRECT	57	3.1404958677685952	0.003185367129846372	WASHC4, VPS29, MCFD2, SYS1, GDI1, SEC61A1, CCDC91, CHMP1B, TOM1, TMED2, TMED1, SEC62, ADAMTS9, CEP290, SNAP29, WASHC3, SLC15A1, ARRDC2, ACTN4, VPS37B, ARFGAP3, ARFGAP1, VAMP7, PITPNM1, RAB35, MYH9, KDELR3, RAB7A, CD63, RAMP2, TSG101, AGAP1, EHBP1, HSP90B1, TIMM50, SNX3, SNX4, GGA1, RAB11FIP1, ZMAT3, S100A13, MVB12A, SNX7, ECT2, TBC1D17, SLC15A4, AP1M1, RAB4B, MX2, CMTM6, EHD1, RAB9A, CCDC22, APBA3, RAMP1, RAN, COPE	1696	444	19453	1.4724909166241713	0.999999987389832	0.17819164994820444	0.17550361593740885
regulation of epithelial cell proliferation	GOTERM_BP_DIRECT	7	0.3856749311294766	0.0032139991847249267	LAMA5, JAG1, SMAD3, UHRF1, TACSTD2, HES1, BID	1696	18	19453	4.460528039832285	0.9999999892946012	0.17819164994820444	0.17550361593740885
Notch signaling pathway	GOTERM_BP_DIRECT	21	1.1570247933884297	0.003219440307494073	PSENEN, NOTCH3, FOXC1, JAG1, ANXA4, RITA1, NKAP, SORBS2, DTX3, MIB1, MECP2, CDH6, NFKBIA, KRT19, BMP2, PERP, BLOC1S2, HES1, ITGB1BP1, SOX9, CHAC1	1696	119	19453	2.0241051609322973	0.9999999896226222	0.17819164994820444	0.17550361593740885
positive regulation of interferon-beta production	GOTERM_BP_DIRECT	11	0.6060606060606061	0.0032573986429744856	IFIH1, OAS1, OAS2, RIPK2, OAS3, IRF7, ZBTB20, ISG15, PTPN11, IRF5, TICAM1	1696	43	19453	2.934167946467748	0.9999999916478024	0.17819164994820444	0.17550361593740885
positive regulation of protein catabolic process	GOTERM_BP_DIRECT	18	0.9917355371900828	0.0032646495969211324	GSK3B, EGLN2, TIPARP, RDX, HUWE1, C4BPA, SNF8, C4BPB, OAZ1, TNF, FOXO1, RBX1, GGA1, FZR1, SOX9, EZR, IER3, RAB7A	1696	95	19453	2.1732497517378353	0.9999999919871079	0.17819164994820444	0.17550361593740885
transforming growth factor beta receptor signaling pathway	GOTERM_BP_DIRECT	19	1.046831955922865	0.003281901989924832	ACVR1, SMAD3, ONECUT2, ITGB5, HPGD, CITED2, GDF15, USP9X, SRC, PXN, LTBP4, PTPRK, PML, BAMBI, ID1, ITGB8, ITGB6, SKIL, APPL2	1696	103	19453	2.11581219087745	0.9999999927400506	0.17819164994820444	0.17550361593740885
viral entry into host cell	GOTERM_BP_DIRECT	19	1.046831955922865	0.003281901989924832	ITGB1, SCARB1, CXADR, ITGB5, ITGA2, INSR, SLC7A1, CLDN1, ICAM1, DPP4, PLSCR1, NPC1, CTSL, ZNF639, ITGAV, ITGB6, LDLR, EPHA2, NECTIN1	1696	103	19453	2.11581219087745	0.9999999927400506	0.17819164994820444	0.17550361593740885
negative regulation of Rho protein signal transduction	GOTERM_BP_DIRECT	8	0.4407713498622589	0.0034589389990653057	ITGB1, ARHGAP42, RIPOR1, ITGA3, CUL3, TNFAIP1, MET, RASIP1	1696	24	19453	3.8233097484276737	0.9999999973629216	0.18603218144972933	0.1832258724504877
positive regulation of phagocytosis, engulfment	GOTERM_BP_DIRECT	6	0.3305785123966942	0.0035409798281155493	C3, RAB31, ITGA2, F2RL1, ANO6, APPL2	1696	13	19453	5.293813497822931	0.9999999983507608	0.1884716243166296	0.1856285161441633
regulation of mRNA stability	GOTERM_BP_DIRECT	14	0.7713498622589532	0.003570414914259954	YTHDF1, FMR1, SAMD4B, PRKCA, ZFP36L2, PUM2, CARHSP1, PSMC5, ZFP36, PSMC4, PSMB3, KHSRP, DHX36, PSMB1	1696	65	19453	2.4704462989840352	0.9999999986063784	0.1884716243166296	0.1856285161441633
activation of GTPase activity	GOTERM_BP_DIRECT	22	1.2121212121212122	0.0038118544272980172	TBC1D8, NEDD9, AGAP1, FOXJ1, RANGAP1, SIPA1L3, CORO1C, CRKL, BCR, TIAM2, ARHGAP42, RALGAPB, AKT2, TBC1D7, ECT2, TBC1D17, TBC1D22A, TBC1D10A, TBC1D15, SIPA1, TBC1D16, EPHA2	1696	129	19453	1.9561119643118328	0.9999999996499364	0.19937047789014675	0.19636295971815013
intrinsic apoptotic signaling pathway in response to DNA damage	GOTERM_BP_DIRECT	12	0.6611570247933884	0.0038810630190340843	MSH6, BCL2L11, BAX, HMOX1, FNIP2, SKIL, TNF, IKBKE, PML, EPHA2, BCL2L1, IER3	1696	51	19453	2.6988068812430632	0.999999999764424	0.20114491155921194	0.19811062592614886
positive regulation of protein ubiquitination	GOTERM_BP_DIRECT	16	0.8815426997245178	0.003965427980107489	PSMD10, GSK3B, RIPK2, CUL3, SPHK1, HUWE1, XIAP, PTTG1IP, TICAM1, CHFR, UBE2L3, DNAJB2, RASSF3, TBC1D7, CRY1, BIRC3	1696	81	19453	2.265665036105288	0.9999999998546456	0.2036658100413765	0.20059349647120314
cellular response to oxidative stress	GOTERM_BP_DIRECT	18	0.9917355371900828	0.004077631271544464	STAU1, HM13, GPX7, ATP2A2, SLC4A11, KEAP1, SLC7A11, VRK2, FOXO3, FOXO1, PRDX5, GJB2, PRKRA, SESN2, ZC3H12A, LONP1, NFE2L2, ATF4	1696	97	19453	2.128440478506127	0.9999999999235284	0.2075587132060267	0.2044276749082336
Rho protein signal transduction	GOTERM_BP_DIRECT	13	0.7162534435261708	0.0043536699943950135	RIPOR1, ITGA3, ARHGAP5, CELSR1, RHOD, RHOB, GNA13, ADGRG1, ARHGDIA, CDC42EP4, EPS8L1, CDC42EP1, EPS8L2	1696	59	19453	2.5272725455708347	0.9999999999842544	0.2186826899899728	0.2153838456926324
protein autophosphorylation	GOTERM_BP_DIRECT	28	1.5426997245179064	0.004391632218767652	DDR1, GSK3B, SRC, STK39, PRKX, CAMKK2, STK11, SLK, ATG101, MKNK2, PIM1, PIM3, DAPK1, INSR, DAPK3, EIF2AK2, DYRK1B, VRK2, ERN1, TAOK1, STK17B, WNK2, AAK1, MAP3K10, ULK1, TNIK, MAP3K13, FGFR3	1696	182	19453	1.7646044992743106	0.9999999999873306	0.2186826899899728	0.2153838456926324
cell-cell junction organization	GOTERM_BP_DIRECT	8	0.4407713498622589	0.004447988825820957	TJP1, OCLN, CXADR, SMAD3, FLNA, NF2, CLDN1, LIMS1	1696	25	19453	3.670377358490567	0.9999999999908252	0.2186826899899728	0.2153838456926324
regulation of cell growth	GOTERM_BP_DIRECT	16	0.8815426997245178	0.004471284960682359	DDR1, OGFR, EGLN2, TSG101, CLSTN3, IGFBP3, CRIM1, LTBP4, CRKL, ING4, MAD2L2, STK11, IGFBP7, CHPT1, BCAR1, PAK4	1696	82	19453	2.238034974689369	0.999999999991971	0.2186826899899728	0.2153838456926324
microtubule-based process	GOTERM_BP_DIRECT	10	0.5509641873278237	0.004526321245187999	EML4, TUBA1C, TUBA1A, DCTN2, TUBB, SRRD, KIFC3, TRIM54, DNAL4, TUBA4A	1696	38	19453	3.018402432969216	0.9999999999941416	0.2186826899899728	0.2153838456926324
cellular response to nerve growth factor stimulus	GOTERM_BP_DIRECT	10	0.5509641873278237	0.004526321245187999	EHD1, ARPC3, ID1, RAB35, HES1, CSNK1D, CSNK1E, FOXO3, BPTF, ARF6	1696	38	19453	3.018402432969216	0.9999999999941416	0.2186826899899728	0.2153838456926324
keratinocyte differentiation	GOTERM_BP_DIRECT	14	0.7713498622589532	0.004689264094411567	DSP, CDKN1A, ST14, ANXA1, TSG101, JAG1, CFLAR, KRT10, BCR, UGCG, LATS2, KRT16, NFKBIZ, EPHA2	1696	67	19453	2.39670163334272	0.999999999997696	0.22394653110942614	0.22056828138562148
MAPK cascade	GOTERM_BP_DIRECT	25	1.3774104683195594	0.004772366485127742	RASAL1, TNF, CAMKK2, PPP1CB, PPP1CC, ZFP36, PSMB3, PSMB1, MAP3K8, MAP2K7, MAP4K4, MAP2K3, MAP3K2, BRAP, DUSP5, MAP2K2, MAP3K1, IGFBP3, RBX1, TAOK1, NF1, KRAS, TNIK, NF2, FGFR3	1696	157	19453	1.8264218543444295	0.9999999999985686	0.22394653110942614	0.22056828138562148
negative regulation of protein binding	GOTERM_BP_DIRECT	15	0.8264462809917356	0.004907459667471464	GSK3B, CDKN1A, RALB, PDGFB, DTNBP1, TFIP11, CSNK1E, IFIT1, TLE5, DNAJB2, TDG, ID1, BAX, PIN1, ITGB1BP1	1696	75	19453	2.2939858490566034	0.99999999999934	0.22394653110942614	0.22056828138562148
positive regulation of angiogenesis	GOTERM_BP_DIRECT	26	1.4325068870523416	0.004908051877907481	ITGB1, GRN, RAMP2, BTG1, CXCL8, SERPINE1, RTN4, C3, MYDGF, ZC3H12A, HMOX1, ITGB8, PAK4, JUP, ANXA3, SPHK1, PRKCA, F3, RHOB, VEGFA, PDCL3, LRG1, SP1, NINJ1, RAPGEF3, NFE2L2	1696	166	19453	1.7964949420322802	0.999999999999342	0.22394653110942614	0.22056828138562148
cellular response to interleukin-1	GOTERM_BP_DIRECT	16	0.8815426997245178	0.005028384793818986	UPF1, EDN1, CEBPB, CXCL8, CCL20, INHBB, NR1D1, CX3CL1, KLF2, AKAP12, ZC3H12A, SIRPA, HES1, CD47, SOX9, MAP2K7	1696	83	19453	2.211070697885883	0.9999999999996698	0.22394653110942614	0.22056828138562148
negative regulation of muscle cell differentiation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.005060138682500224	PTBP1, BMP2, BMPR2, ID2, IGF2	1696	9	19453	6.372182914046122	0.9999999999997248	0.22394653110942614	0.22056828138562148
cellular hypotonic response	GOTERM_BP_DIRECT	5	0.27548209366391185	0.005060138682500224	CAB39, TRPV4, STK39, SLC4A11, AQP5	1696	9	19453	6.372182914046122	0.9999999999997248	0.22394653110942614	0.22056828138562148
regulation of type B pancreatic cell proliferation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.005060138682500224	NR4A1, ERRFI1, CDK4, NR1D1, SGPP2	1696	9	19453	6.372182914046122	0.9999999999997248	0.22394653110942614	0.22056828138562148
cellular response to laminar fluid shear stress	GOTERM_BP_DIRECT	5	0.27548209366391185	0.005060138682500224	KLF4, SREBF2, ASS1, KLF2, NFE2L2	1696	9	19453	6.372182914046122	0.9999999999997248	0.22394653110942614	0.22056828138562148
actin crosslink formation	GOTERM_BP_DIRECT	6	0.3305785123966942	0.005116688164332818	MARCKS, GAS2L3, FLNA, LCP1, BAIAP2, GAS2L1	1696	14	19453	4.915683962264152	0.9999999999998008	0.22394653110942614	0.22056828138562148
low-density lipoprotein particle clearance	GOTERM_BP_DIRECT	6	0.3305785123966942	0.005116688164332818	EHD1, SCARB1, NCEH1, SOAT1, HMOX1, LDLR	1696	14	19453	4.915683962264152	0.9999999999998008	0.22394653110942614	0.22056828138562148
negative regulation of DNA binding	GOTERM_BP_DIRECT	9	0.4958677685950413	0.005145938532772291	ILRUN, NFKBIA, HDAC2, IFI16, SUMO1, DDIT3, ID1, HMOX1, MDFI	1696	32	19453	3.2259176002358485	0.9999999999998316	0.22394653110942614	0.22056828138562148
positive regulation of p38MAPK cascade	GOTERM_BP_DIRECT	9	0.4958677685950413	0.005145938532772291	MFHAS1, BMP2, GADD45B, GADD45A, SPHK1, ZC3H12A, STK39, GADD45G, VEGFA	1696	32	19453	3.2259176002358485	0.9999999999998316	0.22394653110942614	0.22056828138562148
protein sumoylation	GOTERM_BP_DIRECT	12	0.6611570247933884	0.005290741424639959	PIAS4, IFIH1, RNF212, EGR2, SUMO1, SUMO2, MDM2, ZBED1, UBA2, RANGAP1, PML, HDAC7	1696	53	19453	2.5969651121395514	0.9999999999999266	0.2285039156202455	0.2250569174193437
positive regulation of canonical Wnt signaling pathway	GOTERM_BP_DIRECT	22	1.2121212121212122	0.005477125389851923	SMAD3, JUP, UBE2B, SRC, DAPK3, ATP6AP2, XIAP, CSNK1D, CSNK1E, POU5F1, SULF2, HHEX, TNKS2, BAMBI, PTK7, PSMB3, WNK2, PSMB1, PIN1, TBL1X, SOX4, CSNK1G2	1696	133	19453	1.8972815292949357	0.9999999999999748	0.2347751266732768	0.23123352679713194
positive regulation of wound healing	GOTERM_BP_DIRECT	8	0.4407713498622589	0.005636299777275961	ITGB1, CLDN4, OCLN, CLDN3, DMTN, ANXA1, CLDN1, ACTG1	1696	26	19453	3.529208998548621	0.99999999999999	0.2367661761959385	0.2331945411928073
positive regulation of cell adhesion	GOTERM_BP_DIRECT	13	0.7162534435261708	0.00576517541039405	VAV3, ITGA2, TPM1, TFE3, LAMB1, PRKCA, RHOD, TNF, VEGFA, ADGRG1, ITGAV, STX3, TGM2	1696	61	19453	2.4444111506340858	0.9999999999999952	0.2367661761959385	0.2331945411928073
regulated exocytosis	GOTERM_BP_DIRECT	7	0.3856749311294766	0.005769230853343407	RAB31, SYNGR2, RAB11FIP1, DNAJC5, MYH9, ABCA12, RAB11B	1696	20	19453	4.014475235849057	0.9999999999999952	0.2367661761959385	0.2331945411928073
labyrinthine layer blood vessel development	GOTERM_BP_DIRECT	7	0.3856749311294766	0.005769230853343407	FZD5, MAPK1, TMED2, HES1, PLCD3, CCN1, JUNB	1696	20	19453	4.014475235849057	0.9999999999999952	0.2367661761959385	0.2331945411928073
positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding	GOTERM_BP_DIRECT	4	0.22038567493112945	0.005772758900409656	IL32, DAZAP2, DDRGK1, EP300	1696	5	19453	9.175943396226415	0.9999999999999952	0.2367661761959385	0.2331945411928073
regulation of ribonuclease activity	GOTERM_BP_DIRECT	4	0.22038567493112945	0.005772758900409656	OAS1, OAS2, OAS3, OASL	1696	5	19453	9.175943396226415	0.9999999999999952	0.2367661761959385	0.2331945411928073
negative regulation of cell migration	GOTERM_BP_DIRECT	28	1.5426997245179064	0.005904437304104239	HDAC2, CITED2, SRF, ZMYND8, SERPINE1, NEDD9, PTPRK, FOXO3, CX3CL1, CNN2, DUSP10, CDH1, SUDS3, SRGAP1, OSBPL8, DUSP3, JAG1, TPM1, MITF, RHOB, BST2, AFDN, CLDN3, RAP2B, KRT16, NF1, SINHCAF, NF2	1696	186	19453	1.7266560154189488	0.9999999999999978	0.2404371219335591	0.23681011044675215
neuron projection development	GOTERM_BP_DIRECT	21	1.1570247933884297	0.006229879963996352	GSK3B, BTG2, RYK, SRF, DTNBP1, LAMB1, AREG, PQBP1, EHD1, ADGRF1, VAPA, CDH1, FLRT3, BLOC1S2, MICALL1, RAB35, PHGDH, ULK1, STX3, HDGFL3, CDK16	1696	126	19453	1.9116548742138368	0.9999999999999996	0.2518903948563348	0.24809060991375545
regulation of protein stability	GOTERM_BP_DIRECT	17	0.9366391184573004	0.006290384777240639	CTSA, UBL4A, CDKN2A, CMTM6, CDKN2AIP, HDAC6, DDRGK1, GIPC1, LAMP2, PIN1, MAPK1, KRAS, NF2, FBXO7, SOX4, B4GALT5, GET4	1696	93	19453	2.0966537330087243	0.9999999999999998	0.2525456592609076	0.2487359896070858
positive regulation of nitric oxide biosynthetic process	GOTERM_BP_DIRECT	11	0.6060606060606061	0.006398091946789512	EDN1, P2RX4, SMAD3, DDAH2, INSR, KLF4, TICAM1, TNF, ASS1, KLF2, DNM2	1696	47	19453	2.6844515254917707	1.0	0.25507358173879024	0.2512257781903714
cellular response to glucose starvation	GOTERM_BP_DIRECT	13	0.7162534435261708	0.00659535242381122	PIK3R4, ASNS, FOXO3, NUAK2, IFI16, SESN2, ZC3H12A, PLIN3, PICK1, PLIN2, UPP1, NFE2L2, ATF4	1696	62	19453	2.404985164333536	1.0	0.2611118345010261	0.2571729434701389
cellular response to transforming growth factor beta stimulus	GOTERM_BP_DIRECT	14	0.7713498622589532	0.006878648807607447	WNT10A, EDN1, HDAC2, SMAD3, APAF1, PDCD5, WNT7A, CLDN1, ZFP36L2, CRKL, COL4A2, NFKBIZ, SOX9, LIMS1	1696	70	19453	2.293985849056604	1.0	0.2704494955322073	0.2663697452049367
positive regulation of endothelial cell proliferation	GOTERM_BP_DIRECT	15	0.8264462809917356	0.007018061739597183	STAT5A, EGR3, BMPR2, PDGFB, PRKCA, CYBA, F3, HSPG2, VEGFA, MYDGF, PDCL3, NR4A1, BMP2, LRG1, NF1	1696	78	19453	2.2057556240928884	1.0	0.2731992544666752	0.26907802382571144
positive regulation of translation	GOTERM_BP_DIRECT	16	0.8815426997245178	0.007044429118856561	NIBAN1, YTHDF1, POLDIP3, ITGA2, FMR1, PTAFR, PCIF1, RPS27L, PLD1, LARP6, RBM3, KRT17, HNRNPD, PLXNB2, EIF3D, SOX4	1696	86	19453	2.1339403247038167	1.0	0.2731992544666752	0.26907802382571144
lens fiber cell differentiation	GOTERM_BP_DIRECT	6	0.3305785123966942	0.007130893944758673	FZR1, SMAD3, PLAAT3, NF2, SLC7A11, SKIL	1696	15	19453	4.587971698113208	1.0	0.27468396202073786	0.2705403344582429
establishment of endothelial barrier	GOTERM_BP_DIRECT	7	0.3856749311294766	0.0074908152071046265	RAP1B, RDX, MYADM, F2RL1, EZR, RAPGEF3, ICAM1	1696	21	19453	3.8233097484276737	1.0	0.2852773286997846	0.2809738994298001
cellular response to vascular endothelial growth factor stimulus	GOTERM_BP_DIRECT	9	0.4958677685950413	0.007602138503431007	ERN1, MAP2K3, NR4A1, RAMP2, EGR3, ANXA1, SPHK1, ITGB1BP1, VEGFA	1696	34	19453	3.0361577413984464	1.0	0.2852773286997846	0.2809738994298001
protein modification by small protein conjugation	GOTERM_BP_DIRECT	9	0.4958677685950413	0.007602138503431007	CDC34, UBE2B, UBE2S, UBD, UBE2E3, UBA2, UBA1, KRAS, UBE2L3	1696	34	19453	3.0361577413984464	1.0	0.2852773286997846	0.2809738994298001
regulation of lipid metabolic process	GOTERM_BP_DIRECT	10	0.5509641873278237	0.007681115806747492	LACTB, ADGRF1, RNF213, ID2, PSAP, NR1D2, SIRT6, LSR, NR1D1, DNAJC15	1696	41	19453	2.797543718361712	1.0	0.2852773286997846	0.2809738994298001
cell adhesion mediated by integrin	GOTERM_BP_DIRECT	10	0.5509641873278237	0.007681115806747492	ITGB1, ITGB5, ITGA3, ITGA2, ITGA2B, ITGB8, ITGAV, CCN3, ITGB6, ICAM1	1696	41	19453	2.797543718361712	1.0	0.2852773286997846	0.2809738994298001
positive regulation of fibroblast apoptotic process	GOTERM_BP_DIRECT	5	0.27548209366391185	0.00785626041148328	BCL2L11, BTG1, STK17B, NUPR1, BID	1696	10	19453	5.73496462264151	1.0	0.2852773286997846	0.2809738994298001
histone ubiquitination	GOTERM_BP_DIRECT	5	0.27548209366391185	0.00785626041148328	SUZ12, UBE2B, UHRF1, USP22, HUWE1	1696	10	19453	5.73496462264151	1.0	0.2852773286997846	0.2809738994298001
mammary gland epithelial cell proliferation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.00785626041148328	CEBPB, ID2, MAPK1, STAT6, EPHA2	1696	10	19453	5.73496462264151	1.0	0.2852773286997846	0.2809738994298001
regulation of neural precursor cell proliferation	GOTERM_BP_DIRECT	5	0.27548209366391185	0.00785626041148328	ID2, NF2, SMARCA1, FOXO3, FOXO1	1696	10	19453	5.73496462264151	1.0	0.2852773286997846	0.2809738994298001
DNA repair	GOTERM_BP_DIRECT	40	2.203856749311295	0.008051412557540251	BTG2, RIF1, UHRF1, FMR1, DOT1L, SMC3, ALKBH2, FZR1, CHAF1A, PTTG1, SUMO1, HLTF, EP400, ASCC2, LRIG3, TOPBP1, RFC5, UPF1, RFC4, UBE2B, GADD45A, KMT5C, MCRS1, NONO, RECQL, REV1, DYRK1B, CSNK1E, SMC1A, DDB2, RBX1, MSH6, RAD51C, RRM2B, TAOK1, MORF4L2, PSME4, TIMELESS, NABP2, HDGFL2	1696	301	19453	1.5242430890741554	1.0	0.2905133100666897	0.2861308956366361
negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	GOTERM_BP_DIRECT	12	0.6611570247933884	0.008129579245611269	RPS6KA3, NR4A1, SRC, SIAH2, IFI6, XIAP, TRIAP1, KLF4, TNF, CD44, SH3RF1, VEGFA	1696	56	19453	2.457841981132076	1.0	0.29148887596999895	0.2870917450572785
mRNA splicing, via spliceosome	GOTERM_BP_DIRECT	29	1.5977961432506886	0.008374066647047651	ZCCHC8, DDX5, SNU13, HTATSF1, USP39, ESS2, SART3, SNRPD1, RBMX2, RSRC1, RALY, SNRPB2, CTNNBL1, HNRNPA3, SF3A2, ALYREF, TFIP11, PRPF40A, CRNKL1, LSM2, PRPF6, DDX39A, PHF5A, FRG1, SRSF2, RBM42, SNRPA, SNRPB, SRSF9	1696	200	19453	1.6631397405660375	1.0	0.2983784622176166	0.2938774013948285
response to cytokine	GOTERM_BP_DIRECT	11	0.6060606060606061	0.008664194130411007	FOSL1, STAT1, SRF, TIMP2, ACP5, SKIL, PML, RELB, BCL2L1, NFKB2, CXCL16	1696	49	19453	2.5748820754716983	1.0	0.30679857600914995	0.3021704971568808
regulation of small GTPase mediated signal transduction	GOTERM_BP_DIRECT	20	1.1019283746556474	0.009227486492575218	PLEKHG3, VAV3, TRIO, SWAP70, RHOF, ARHGAP5, RHOD, KALRN, SIPA1L3, VAV2, BCR, GNA13, TIAM2, ARHGAP10, RALGAPB, MCF2L, ARHGEF4, RHOU, ECT2, SIPA1	1696	122	19453	1.880316269718528	1.0	0.3247277808282181	0.3198292386161102
establishment of epithelial cell polarity	GOTERM_BP_DIRECT	6	0.3305785123966942	0.009638736421865602	PARD3, HES1, SIPA1L3, CLASP1, SIPA1, ARF6	1696	16	19453	4.301223466981132	1.0	0.3297881063709307	0.3248132287796484
cellular response to chemokine	GOTERM_BP_DIRECT	6	0.3305785123966942	0.009638736421865602	FOXC1, RIPOR1, LRCH1, DUSP1, ZC3H12A, STK39	1696	16	19453	4.301223466981132	1.0	0.3297881063709307	0.3248132287796484
response to growth factor	GOTERM_BP_DIRECT	6	0.3305785123966942	0.009638736421865602	CDC34, ANXA3, TBC1D7, SKIL, HDAC6, EPHA2	1696	16	19453	4.301223466981132	1.0	0.3297881063709307	0.3248132287796484
cellular response to dopamine	GOTERM_BP_DIRECT	6	0.3305785123966942	0.009638736421865602	HDAC2, ID1, MAPK1, ATF4, DNM2, TGM2	1696	16	19453	4.301223466981132	1.0	0.3297881063709307	0.3248132287796484
positive regulation of autophagy	GOTERM_BP_DIRECT	16	0.8815426997245178	0.00966051811330388	GSK3B, PLEKHF1, DAPK1, FOXO3, TICAM1, FOXO1, TPCN1, STK11, DHRSX, ATG101, TP53INP2, ZC3H12A, SH3BP4, ULK1, OPTN, CDK16	1696	89	19453	2.062009751960992	1.0	0.3297881063709307	0.3248132287796484
response to toxic substance	GOTERM_BP_DIRECT	15	0.8264462809917356	0.009794970767785814	CDKN1A, KDM5C, MAOB, SRF, DNMT3A, SLC7A11, CLDN1, AIFM1, CDH1, MDM2, BAX, SDC1, NUPR1, SRSF9, ATF4	1696	81	19453	2.1240609713487077	1.0	0.33238766873301745	0.32737357655427
cellular response to insulin stimulus	GOTERM_BP_DIRECT	18	0.9917355371900828	0.010039791673539359	ERRFI1, HDAC5, INSIG2, STAT1, SRC, INSR, MARS1, INHBB, CFLAR, HDAC9, FOXO1, RAB31, SP1, CDK4, AKT2, TRIB3, LPIN1, RHOQ	1696	106	19453	1.9477238341046637	1.0	0.33867959959081606	0.3335705931770622
wound healing	GOTERM_BP_DIRECT	17	0.9366391184573004	0.010392761132300813	DSP, SCARB1, CDKN1A, SMAD3, SDC4, DST, TPM1, TGFA, CFLAR, CELSR1, DCBLD2, CNN2, PTK7, FGFR1OP2, NF1, SDC1, ITGB6	1696	98	19453	1.989681603773585	1.0	0.3485243012661584	0.3432667868109945
positive regulation of protein kinase activity	GOTERM_BP_DIRECT	12	0.6611570247933884	0.010597128559958905	MAP2K3, CDKN1A, XRCC6, RASSF2, SDC4, TRAF4, XRCC5, MMD, SNX9, CCN1, TNF, CDC25B	1696	58	19453	2.3730888093689004	1.0	0.35329959017734336	0.3479700401413406
lens fiber cell morphogenesis	GOTERM_BP_DIRECT	4	0.22038567493112945	0.010799242153656428	ABI2, TBC1D20, EPHA2, ATF4	1696	6	19453	7.646619496855347	1.0	0.3579446483604378	0.3525450272836096
T cell receptor signaling pathway	GOTERM_BP_DIRECT	22	1.2121212121212122	0.011457261968573969	HHLA2, RIPK2, HLA-A, SHB, SPPL3, LIME1, FOSL2, CRKL, STK11, THEMIS2, FCHO1, PSMB3, NFKBIZ, ZC3H12A, PSMB1, MAPK1, RBCK1, EIF2B1, NFKBID, TNFRSF21, BCAR1, CD276	1696	142	19453	1.777031291522721	1.0	0.3726158435352784	0.3669949064112592
epidermal growth factor receptor signaling pathway	GOTERM_BP_DIRECT	11	0.6060606060606061	0.011499375934613865	PIGR, GRB7, SRC, KIF16B, NCK2, ERBIN, TGFA, PTPN11, SOX9, AREG, BCAR1	1696	51	19453	2.4739063078061414	1.0	0.3726158435352784	0.3669949064112592
receptor internalization	GOTERM_BP_DIRECT	11	0.6060606060606061	0.011499375934613865	ITGB1, RAMP2, RAB31, CXCL8, RALB, INSR, EZR, RAMP1, DNM1, DNM2, PICALM	1696	51	19453	2.4739063078061414	1.0	0.3726158435352784	0.3669949064112592
positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	GOTERM_BP_DIRECT	5	0.27548209366391185	0.011503313184039469	BCL2L11, DDIT3, NCK2, NCK1, BBC3	1696	11	19453	5.213604202401372	1.0	0.3726158435352784	0.3669949064112592
regulation of GTPase activity	GOTERM_BP_DIRECT	16	0.8815426997245178	0.011793354976603223	VAV3, RDX, RASAL1, EFNA5, GPR137B, RASIP1, VAV2, ALS2CL, FGD6, NF1, PLXNB2, PLXNA1, ITGB1BP1, SBF1, AJUBA, TBC1D15	1696	91	19453	2.016690856313497	1.0	0.3798526368452824	0.3741225321673848
cellular response to fatty acid	GOTERM_BP_DIRECT	7	0.3856749311294766	0.01199190928431222	SMARCD1, EDN1, XRCC5, SRC, PTAFR, HES1, LDLR	1696	23	19453	3.490848031173093	1.0	0.3840779484823818	0.3782841046708602
protein O-linked glycosylation	GOTERM_BP_DIRECT	13	0.7162534435261708	0.01225155139032736	GALNT14, GALNT5, ST6GALNAC2, GALNT3, GALNT2, B3GALT5, FUT4, FUT6, B3GNT5, PGM3, B3GNT3, GCNT3, A4GALT	1696	67	19453	2.225508659532526	1.0	0.3890629458856528	0.3831939030254237
positive regulation of bone mineralization	GOTERM_BP_DIRECT	10	0.5509641873278237	0.012284043195828364	ACVR1, BMP2, BMPR2, SMAD3, ALOX5, ISG15, ANO6, TENT5A, ATP2B1, CCN1	1696	44	19453	2.606802101200686	1.0	0.3890629458856528	0.3831939030254237
regulation of actin cytoskeleton organization	GOTERM_BP_DIRECT	17	0.9366391184573004	0.0125312076252091	DMTN, DAPK3, HIP1R, NEDD9, RHOF, CELSR1, EFNA5, BAIAP2, RHOD, RND3, RHOB, RND1, BST2, TAOK1, RAC2, RHOQ, RAPGEF3	1696	100	19453	1.9498879716981128	1.0	0.3946984235984369	0.38874436914668015
cellular response to nitric oxide	GOTERM_BP_DIRECT	6	0.3305785123966942	0.012691791964984434	GUCY1B1, AIFM1, HNRNPD, CFLAR, FOXO1, DNM2	1696	17	19453	4.048210321864596	1.0	0.3953874644392145	0.3894230157562164
positive regulation by host of viral transcription	GOTERM_BP_DIRECT	6	0.3305785123966942	0.012691791964984434	SMARCB1, ZNF639, SP1, HPN, EP300, SMARCA4	1696	17	19453	4.048210321864596	1.0	0.3953874644392145	0.3894230157562164
