	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
CXCL12	2.14892566307108e-09	0.646576662993175	0.451	0.292	3.00054490334615e-05	Myofibroblasts 2	CXCL12
TMEM119	2.27009526903088e-09	0.344266853775226	0.539	0.374	3.16973402414782e-05	Myofibroblasts 2	TMEM119
RNASET2	2.87986980169491e-09	0.317333322619718	0.463	0.298	4.0211622041066e-05	Myofibroblasts 2	RNASET2
SLPI	3.46308054107512e-09	0.564628665184819	0.449	0.261	4.83549935950319e-05	Myofibroblasts 2	SLPI
CEBPD	3.59640285905262e-09	0.419359945103805	0.661	0.483	5.02165731209517e-05	Myofibroblasts 2	CEBPD
MLEC	3.99264434471855e-09	0.296382597509513	0.695	0.557	5.57492929853051e-05	Myofibroblasts 2	MLEC
WLS	6.35698158316454e-09	0.264506669412143	0.709	0.554	8.87625338457264e-05	Myofibroblasts 2	WLS
MASP1	7.82407863288277e-09	0.306472582522545	0.382	0.23	0.000109247609950942	Myofibroblasts 2	MASP1
TSKU	7.87140334288371e-09	0.405368242011033	0.561	0.412	0.000109908404876685	Myofibroblasts 2	TSKU
CERCAM	7.88837658947729e-09	0.356527668422989	0.692	0.547	0.000110145402318871	Myofibroblasts 2	CERCAM
MAGED2	7.91405322354458e-09	0.326136997471037	0.907	0.877	0.000110503925160353	Myofibroblasts 2	MAGED2
ATP1B2	8.06984647456113e-09	0.263289764786176	0.341	0.189	0.000112679266324297	Myofibroblasts 2	ATP1B2
NDUFA3	8.60748173968116e-09	0.26565463877963	0.785	0.663	0.000120186267531168	Myofibroblasts 2	NDUFA3
PDIA3	9.08152291846877e-09	0.287247441842774	0.964	0.955	0.00012680530451058	Myofibroblasts 2	PDIA3
COX7A1	9.46744263325994e-09	0.306646919159055	0.745	0.62	0.000132193901488209	Myofibroblasts 2	COX7A1
KCNK6	1.29175835247485e-08	0.281444868093007	0.296	0.156	0.000180368218756063	Myofibroblasts 2	KCNK6
CTSF	1.32221981658975e-08	0.299430726159107	0.737	0.598	0.000184621552990427	Myofibroblasts 2	CTSF
FGF7	1.36166787519674e-08	0.260706336049189	0.446	0.267	0.000190129685413721	Myofibroblasts 2	FGF7
BSG	1.38743198565979e-08	0.258871324644095	0.983	0.966	0.000193727128157677	Myofibroblasts 2	BSG
ALDH9A1	1.53284613522169e-08	0.279510114882553	0.525	0.37	0.000214031305861004	Myofibroblasts 2	ALDH9A1
FAAP20	1.57340659322735e-08	0.262915670387376	0.728	0.58	0.000219694762612335	Myofibroblasts 2	FAAP20
CCDC80	2.08082129699431e-08	0.687050518036288	0.909	0.915	0.000290545077699316	Myofibroblasts 2	CCDC80
RPN1	2.39480819913193e-08	0.281419745231972	0.902	0.844	0.000334387068844792	Myofibroblasts 2	RPN1
SSR3	2.47799408305221e-08	0.309095838426151	0.938	0.905	0.000346002313816581	Myofibroblasts 2	SSR3
NPC2	4.20934547234622e-08	0.273665280574147	0.971	0.941	0.000587750908303703	Myofibroblasts 2	NPC2
NDUFA11	4.32488555163148e-08	0.254218337893923	0.768	0.643	0.000603883769574303	Myofibroblasts 2	NDUFA11
TCEAL4	5.01052364140348e-08	0.266948414178858	0.947	0.914	0.000699619416049169	Myofibroblasts 2	TCEAL4
QPRT	5.97417670575115e-08	0.251572261741362	0.547	0.385	0.000834174293424033	Myofibroblasts 2	QPRT
CTSK	5.97571964990956e-08	0.543331293830255	0.983	0.96	0.000834389734716872	Myofibroblasts 2	CTSK
WFDC1	6.37786055806733e-08	0.299333409994688	0.587	0.431	0.000890540669722941	Myofibroblasts 2	WFDC1
SMPDL3A	6.95877110458881e-08	0.391615819487545	0.422	0.28	0.000971653209333735	Myofibroblasts 2	SMPDL3A
LSP1	7.80454685868469e-08	0.274796060751949	0.408	0.261	0.00108974887787814	Myofibroblasts 2	LSP1
ATP6V0D1	8.24622258073555e-08	0.331141306911661	0.599	0.491	0.0011514200589481	Myofibroblasts 2	ATP6V0D1
SIL1	8.82132065164119e-08	0.322154873762052	0.418	0.289	0.00123172100258866	Myofibroblasts 2	SIL1
MLPH	1.34078494134318e-07	0.288287460095687	0.291	0.167	0.00187213801359748	Myofibroblasts 2	MLPH
PIGT	1.47224982287883e-07	0.284885637947832	0.616	0.495	0.00205570242768571	Myofibroblasts 2	PIGT
FKBP10	1.62656251531748e-07	0.289230351259252	0.893	0.824	0.0022711692401378	Myofibroblasts 2	FKBP10
FBLN2	1.77406156119384e-07	0.341304702939861	0.84	0.761	0.00247712215789496	Myofibroblasts 2	FBLN2
SRM	2.26963190417583e-07	0.253153807723445	0.484	0.331	0.00316908702780071	Myofibroblasts 2	SRM
PFKL	2.38972018252461e-07	0.260335120961902	0.625	0.488	0.00333676629085911	Myofibroblasts 2	PFKL
NT5E	2.86639267946221e-07	0.279899850018255	0.453	0.314	0.00400234409833308	Myofibroblasts 2	NT5E
CKAP4	3.03840727770761e-07	0.370555349346911	0.771	0.691	0.00424252808186313	Myofibroblasts 2	CKAP4
EHD2	3.80708035678225e-07	0.25187962939329	0.661	0.519	0.00531582630217506	Myofibroblasts 2	EHD2
CDC42EP3	4.43250366714208e-07	0.263673454721119	0.442	0.294	0.00618910487043049	Myofibroblasts 2	CDC42EP3
P4HA2	4.50911545027463e-07	0.278315102445081	0.42	0.285	0.00629607790321847	Myofibroblasts 2	P4HA2
PTGES	4.68755319886141e-07	0.282153447011158	0.282	0.16	0.00654523053157019	Myofibroblasts 2	PTGES
COL16A1	1.02304330111078e-06	0.259546853816614	0.568	0.432	0.0142847536134098	Myofibroblasts 2	COL16A1
RGMA	1.20395166698272e-06	0.273528745531852	0.379	0.248	0.0168107771260797	Myofibroblasts 2	RGMA
MAP1B	1.38803462283741e-06	0.315356739816734	0.535	0.41	0.0193811274386787	Myofibroblasts 2	MAP1B
STT3A	1.54505139861323e-06	0.272294002703237	0.609	0.497	0.0215735526788366	Myofibroblasts 2	STT3A
ATP5IF1	1.5591710372376e-06	0.288230654928156	0.828	0.774	0.0217707051929486	Myofibroblasts 2	ATP5IF1
RBPMS	1.98311265212239e-06	0.280009469917836	0.702	0.591	0.0276902019615849	Myofibroblasts 2	RBPMS
CPZ	1.99685567729885e-06	0.310246663895763	0.749	0.668	0.0278820958221238	Myofibroblasts 2	CPZ
LAMP2	2.00264647844074e-06	0.255978340381745	0.644	0.524	0.027962952778468	Myofibroblasts 2	LAMP2
AHNAK	2.28538485176882e-06	0.260102484495883	0.902	0.857	0.031910828685248	Myofibroblasts 2	AHNAK
GPNMB	2.71459981583246e-06	0.522987191956375	0.788	0.733	0.0379039572284687	Myofibroblasts 2	GPNMB
EFEMP1	3.89347213672867e-06	0.443531213549972	0.26	0.154	0.0543645514451424	Myofibroblasts 2	EFEMP1
APOE	5.68638810549304e-06	0.987140171990674	0.399	0.295	0.0793990371169993	Myofibroblasts 2	APOE
MT-ND6	1.67774583668709e-05	0.372352397313279	0.647	0.543	0.234263651176618	Myofibroblasts 2	MT-ND6
C3	1.69408414943462e-05	0.858387883204241	0.267	0.166	0.236544969785556	Myofibroblasts 2	C3
MT-CYB	1.86465841949909e-05	0.293625395776405	0.99	0.985	0.260362255114658	Myofibroblasts 2	MT-CYB
FADS2	2.74197786404535e-05	0.252686538070489	0.413	0.3	0.382862369156652	Myofibroblasts 2	FADS2
GADD45G	4.05905866996897e-05	0.358147045578509	0.375	0.262	0.566766362087768	Myofibroblasts 2	GADD45G
WFDC2	6.16772477724024e-05	0.385512107168222	0.296	0.182	0.861199410646054	Myofibroblasts 2	WFDC2
CYBRD1	8.93314416339289e-05	0.265804970486634	0.558	0.475	1	Myofibroblasts 2	CYBRD1
SULF2	9.34939068832073e-05	0.283623283762331	0.561	0.48	1	Myofibroblasts 2	SULF2
TXNIP	0.000167248739650147	0.26943271352594	0.869	0.819	1	Myofibroblasts 2	TXNIP
OAT	0.00020141511631868	0.259000770016311	0.585	0.528	1	Myofibroblasts 2	OAT
ZNF503	0.000368025536545896	0.273229480145501	0.582	0.51	1	Myofibroblasts 2	ZNF503
