	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
SNX9	7.30101276065954e-16	0.331312926221911	0.743	0.646	1.12289576258944e-11	Epithelial cells 1	SNX9
BRI3	8.28096656192831e-16	0.330436095479797	0.792	0.733	1.27361265722457e-11	Epithelial cells 1	BRI3
OSBPL10	8.77145349904437e-16	0.252848394218507	0.382	0.205	1.34904954815302e-11	Epithelial cells 1	OSBPL10
CABIN1	9.42831434906152e-16	0.264805178975655	0.433	0.251	1.45007474688566e-11	Epithelial cells 1	CABIN1
EEA1	9.68947426184252e-16	0.27071448247165	0.455	0.271	1.49024114147138e-11	Epithelial cells 1	EEA1
GRB10	9.95032438235541e-16	0.256970039949108	0.292	0.137	1.53035989000626e-11	Epithelial cells 1	GRB10
AARS1	1.00677607431718e-15	0.341832785512566	0.546	0.38	1.54842160229982e-11	Epithelial cells 1	AARS1
DNM2	1.02764432433344e-15	0.27980284280585	0.811	0.725	1.58051697082482e-11	Epithelial cells 1	DNM2
PTBP1	1.06970678954282e-15	0.264943771355526	0.853	0.803	1.64520904231686e-11	Epithelial cells 1	PTBP1
CMAS	1.13473156098559e-15	0.310750006015945	0.609	0.45	1.74521714079583e-11	Epithelial cells 1	CMAS
FAIM	1.21700040920778e-15	0.263495857016635	0.499	0.304	1.87174662936157e-11	Epithelial cells 1	FAIM
STOM	1.37175796895069e-15	0.331683831280515	0.51	0.323	2.10976375624615e-11	Epithelial cells 1	STOM
VEGFA	1.43411788223637e-15	0.352499239882053	0.708	0.601	2.20567330287954e-11	Epithelial cells 1	VEGFA
IRF7	1.57442573366394e-15	0.279994826275242	0.641	0.49	2.42146677837514e-11	Epithelial cells 1	IRF7
C20orf27	1.60521295672045e-15	0.260502932228611	0.451	0.265	2.46881752743605e-11	Epithelial cells 1	C20orf27
NELFE	1.60843981221607e-15	0.294524584147951	0.796	0.763	2.47378043118832e-11	Epithelial cells 1	NELFE
PRPF40A	1.61940070729827e-15	0.264661839371549	0.886	0.85	2.49063828782474e-11	Epithelial cells 1	PRPF40A
LDLR	1.64256276151338e-15	0.320361731297691	0.738	0.661	2.52626152720758e-11	Epithelial cells 1	LDLR
KDM6B	1.69333169481576e-15	0.317165503190239	0.567	0.397	2.60434414662664e-11	Epithelial cells 1	KDM6B
BTG2	1.76436550460713e-15	0.426812965976086	0.895	0.872	2.71359414608576e-11	Epithelial cells 1	BTG2
UCKL1	1.91623097120109e-15	0.250570970629802	0.515	0.318	2.94716323370727e-11	Epithelial cells 1	UCKL1
BPTF	2.02796901746768e-15	0.262168923358321	0.783	0.704	3.11901634886529e-11	Epithelial cells 1	BPTF
MAP2K3	2.21466383767135e-15	0.328370467453182	0.686	0.58	3.40615298233854e-11	Epithelial cells 1	MAP2K3
TP53RK	2.32612888819356e-15	0.257196563305347	0.436	0.256	3.5775862300417e-11	Epithelial cells 1	TP53RK
LPAR2	2.35000253347635e-15	0.252251509216913	0.401	0.229	3.61430389648663e-11	Epithelial cells 1	LPAR2
SPATS2	2.35189470942223e-15	0.25235292450005	0.487	0.296	3.61721406309139e-11	Epithelial cells 1	SPATS2
RNF126	2.35605466943644e-15	0.285091155700756	0.585	0.414	3.62361208159324e-11	Epithelial cells 1	RNF126
C4orf19	2.4513676665361e-15	0.366606984791378	0.579	0.431	3.77020347113253e-11	Epithelial cells 1	C4orf19
CCN2	2.92117936391431e-15	0.8540161563905	0.561	0.449	4.4927738617002e-11	Epithelial cells 1	CCN2
LAPTM4A	3.39569162358557e-15	0.265371471000538	0.979	0.952	5.2225737170746e-11	Epithelial cells 1	LAPTM4A
CDK4	3.62966745155024e-15	0.389019734714584	0.763	0.752	5.58242854048427e-11	Epithelial cells 1	CDK4
SMARCA4	3.73485708945786e-15	0.306720387893463	0.819	0.762	5.74421020358618e-11	Epithelial cells 1	SMARCA4
SDF2L1	3.91590715949157e-15	0.373625351687531	0.898	0.841	6.02266521129804e-11	Epithelial cells 1	SDF2L1
PPP1CC	4.01260358435076e-15	0.306914824962896	0.789	0.753	6.17138431273146e-11	Epithelial cells 1	PPP1CC
TBC1D7	4.04754846345401e-15	0.264689199907349	0.493	0.312	6.22512953679226e-11	Epithelial cells 1	TBC1D7
SNX7	4.08599836953629e-15	0.26787353273379	0.454	0.278	6.28426549234682e-11	Epithelial cells 1	SNX7
SNX4	4.10588030376574e-15	0.266850435351536	0.579	0.396	6.3148439071917e-11	Epithelial cells 1	SNX4
LIMS1	4.67727167054394e-15	0.329803210831588	0.681	0.598	7.19364382929658e-11	Epithelial cells 1	LIMS1
ZFAND2B	5.01008109284594e-15	0.285248266912978	0.575	0.402	7.70550472079706e-11	Epithelial cells 1	ZFAND2B
USP39	5.14987791943225e-15	0.264546639358028	0.433	0.255	7.9205122400868e-11	Epithelial cells 1	USP39
PPP2CB	5.17509327118207e-15	0.265765726659598	0.476	0.291	7.95929345107802e-11	Epithelial cells 1	PPP2CB
TXNDC9	5.26394448832874e-15	0.265515082067765	0.513	0.327	8.0959466230496e-11	Epithelial cells 1	TXNDC9
MSH6	5.29933272107222e-15	0.277393277292175	0.382	0.209	8.15037372500907e-11	Epithelial cells 1	MSH6
GNL1	5.31318260634788e-15	0.307277218825791	0.65	0.513	8.17167484856304e-11	Epithelial cells 1	GNL1
RNF13	5.42846982879423e-15	0.328130213916311	0.666	0.543	8.34898659668553e-11	Epithelial cells 1	RNF13
HEBP2	5.67165855112697e-15	0.300175534550031	0.894	0.853	8.72301085163328e-11	Epithelial cells 1	HEBP2
DHRSX	5.67841870920167e-15	0.296504062883082	0.578	0.412	8.73340797475217e-11	Epithelial cells 1	DHRSX
BOD1	6.3285539391272e-15	0.258940261182685	0.44	0.258	9.73331595837763e-11	Epithelial cells 1	BOD1
GET4	6.71080659832533e-15	0.260151897300673	0.488	0.298	1.03212205482244e-10	Epithelial cells 1	GET4
KRAS	6.90035609050376e-15	0.254751483108719	0.819	0.744	1.06127476671948e-10	Epithelial cells 1	KRAS
LY6D	7.26842368610959e-15	0.993430109046449	0.804	0.741	1.11788356292366e-10	Epithelial cells 1	LY6D
INPP1	7.40923432954673e-15	0.311443755655956	0.653	0.527	1.13954023988429e-10	Epithelial cells 1	INPP1
IER3	7.63640268953828e-15	0.438820345227253	0.961	0.918	1.17447873365099e-10	Epithelial cells 1	IER3
IFI6	8.30105304461729e-15	0.305028442693011	0.955	0.86	1.27670195826214e-10	Epithelial cells 1	IFI6
TMEM189	8.55662639455421e-15	0.274073153993616	0.458	0.283	1.31600913948244e-10	Epithelial cells 1	TMEM189
DDR1	8.56304650594343e-15	0.285257813863335	0.916	0.846	1.3169965526141e-10	Epithelial cells 1	DDR1
SMG5	8.97076042897578e-15	0.258495467434193	0.493	0.302	1.37970295397648e-10	Epithelial cells 1	SMG5
SULF2	9.00082555575481e-15	0.364903990144235	0.448	0.28	1.38432697047509e-10	Epithelial cells 1	SULF2
SLC44A4	1.02652775066921e-14	0.254340707730934	0.981	0.899	1.57879968052924e-10	Epithelial cells 1	SLC44A4
RPS27L	1.13220058494103e-14	0.433264021722977	0.991	0.984	1.7413244996393e-10	Epithelial cells 1	RPS27L
MORN2	1.17345593142792e-14	0.29079116965104	0.684	0.58	1.80477522253615e-10	Epithelial cells 1	MORN2
COPS8	1.18396840399678e-14	0.25727954233829	0.522	0.346	1.82094340534705e-10	Epithelial cells 1	COPS8
IWS1	1.4052022266551e-14	0.261500660709257	0.614	0.452	2.16120102459554e-10	Epithelial cells 1	IWS1
GJB2	1.45953771323964e-14	0.273302360210399	0.371	0.205	2.24476900296257e-10	Epithelial cells 1	GJB2
CYBC1	1.87530688777071e-14	0.269340446136349	0.623	0.473	2.88422199339136e-10	Epithelial cells 1	CYBC1
GMPPA	1.96451638156798e-14	0.293969215298439	0.618	0.471	3.02142619485155e-10	Epithelial cells 1	GMPPA
FAM32A	2.0535369648464e-14	0.289006759972858	0.731	0.665	3.15833985193376e-10	Epithelial cells 1	FAM32A
RANGAP1	2.3379589355152e-14	0.282374635660506	0.415	0.238	3.59578084282238e-10	Epithelial cells 1	RANGAP1
LGALS4	2.35444837681532e-14	0.327408278727513	0.981	0.816	3.62114160354196e-10	Epithelial cells 1	LGALS4
PDCD5	2.35566382530042e-14	0.272558964164629	0.931	0.941	3.62301096331205e-10	Epithelial cells 1	PDCD5
DDIT4	2.42316705820732e-14	0.356015733229335	0.924	0.881	3.72683093552285e-10	Epithelial cells 1	DDIT4
PDLIM4	2.4862354163239e-14	0.369388309060297	0.49	0.316	3.82383007030616e-10	Epithelial cells 1	PDLIM4
SSH2	2.66499622931786e-14	0.267617476320198	0.578	0.413	4.09876420069086e-10	Epithelial cells 1	SSH2
CTSD	2.88975715238456e-14	0.469569911854753	0.906	0.884	4.44444650036745e-10	Epithelial cells 1	CTSD
TBC1D17	3.04171939128531e-14	0.27227082724926	0.564	0.395	4.67816442379681e-10	Epithelial cells 1	TBC1D17
ITGA3	3.29725565202019e-14	0.442381778177582	0.763	0.677	5.07117919280705e-10	Epithelial cells 1	ITGA3
XIAP	3.64057792396883e-14	0.258176053521092	0.717	0.598	5.59920884706406e-10	Epithelial cells 1	XIAP
MFF	3.68796374834867e-14	0.265222886848095	0.774	0.687	5.67208824496025e-10	Epithelial cells 1	MFF
STAG2	4.60636867004693e-14	0.294596356251521	0.632	0.496	7.08459501453218e-10	Epithelial cells 1	STAG2
TGM2	4.91856611102138e-14	0.464879151248667	0.687	0.585	7.56475467875088e-10	Epithelial cells 1	TGM2
SNRPA	5.78967149815967e-14	0.292255380713588	0.798	0.785	8.90451476416958e-10	Epithelial cells 1	SNRPA
ORMDL2	5.9490509671785e-14	0.285180691792195	0.783	0.746	9.14964038752053e-10	Epithelial cells 1	ORMDL2
ANXA11	6.35918911217927e-14	0.25424093481106	0.978	0.976	9.78043285453171e-10	Epithelial cells 1	ANXA11
TPMT	6.98755411397183e-14	0.259172655559543	0.506	0.325	1.07468582272887e-09	Epithelial cells 1	TPMT
RFK	7.64114226180795e-14	0.336854546181622	0.647	0.551	1.17520767986606e-09	Epithelial cells 1	RFK
CXCL2	8.71065078474655e-14	0.398640532076175	0.596	0.506	1.33969809069402e-09	Epithelial cells 1	CXCL2
TUBG1	8.91875779244021e-14	0.281875652966254	0.524	0.354	1.3717049484773e-09	Epithelial cells 1	TUBG1
TNFRSF21	8.93692109854542e-14	0.466464578969259	0.627	0.528	1.37449846495629e-09	Epithelial cells 1	TNFRSF21
HUWE1	9.75170278974044e-14	0.285914993365754	0.75	0.666	1.49981188906208e-09	Epithelial cells 1	HUWE1
ID2	9.82989905678308e-14	0.347821766181104	0.811	0.75	1.51183847493324e-09	Epithelial cells 1	ID2
STAU1	9.85892391519613e-14	0.256423679942343	0.87	0.824	1.51630249815717e-09	Epithelial cells 1	STAU1
RPS6KA3	1.03556525286774e-13	0.288644799131902	0.593	0.445	1.59269935891058e-09	Epithelial cells 1	RPS6KA3
PHF20	1.08835226407877e-13	0.302185457025495	0.603	0.469	1.67388578215314e-09	Epithelial cells 1	PHF20
POP4	1.33283472241968e-13	0.285527878867972	0.639	0.523	2.04989980308147e-09	Epithelial cells 1	POP4
RAB9A	1.56051499584557e-13	0.382512490565327	0.678	0.608	2.40007206361048e-09	Epithelial cells 1	RAB9A
GSS	1.6035481028376e-13	0.259813387469962	0.799	0.736	2.46625698216423e-09	Epithelial cells 1	GSS
HAT1	1.67163320974221e-13	0.303744741969887	0.563	0.406	2.57097187658351e-09	Epithelial cells 1	HAT1
PREB	1.68377935886882e-13	0.252970411648085	0.539	0.375	2.58965265394025e-09	Epithelial cells 1	PREB
AP3D1	1.77385467347871e-13	0.310307055041527	0.701	0.605	2.72818848781026e-09	Epithelial cells 1	AP3D1
TAPBP	1.85212098314535e-13	0.255930174289804	0.925	0.918	2.84856207207755e-09	Epithelial cells 1	TAPBP
SREBF2	2.08587096561519e-13	0.294454484776762	0.617	0.461	3.20806954511616e-09	Epithelial cells 1	SREBF2
BHLHE40	2.10417043455702e-13	0.331508503163866	0.846	0.799	3.2362141283487e-09	Epithelial cells 1	BHLHE40
WIPF2	2.44898696831474e-13	0.261492781057322	0.621	0.475	3.76654195726807e-09	Epithelial cells 1	WIPF2
PTTG1IP	2.88635187514704e-13	0.293055983230673	0.931	0.901	4.43920918397615e-09	Epithelial cells 1	PTTG1IP
RASEF	3.21951231994984e-13	0.301044327947573	0.663	0.554	4.95160994808285e-09	Epithelial cells 1	RASEF
CDH1	3.25260493006273e-13	0.26061541378366	0.918	0.868	5.00250638243648e-09	Epithelial cells 1	CDH1
ANKRD12	3.93357637771153e-13	0.288042360679571	0.738	0.657	6.04984046892033e-09	Epithelial cells 1	ANKRD12
MAP3K13	4.56742661103771e-13	0.253443071009952	0.888	0.855	7.02470212777599e-09	Epithelial cells 1	MAP3K13
MCFD2	4.96592319560887e-13	0.291274944731355	0.675	0.578	7.63758987484644e-09	Epithelial cells 1	MCFD2
TRIM47	5.00734634523031e-13	0.310846005014864	0.561	0.417	7.70129867896422e-09	Epithelial cells 1	TRIM47
RNPEPL1	5.0972816816766e-13	0.282051378872039	0.627	0.493	7.83961922641862e-09	Epithelial cells 1	RNPEPL1
YDJC	5.13832863494251e-13	0.313028080066516	0.638	0.545	7.90274944054158e-09	Epithelial cells 1	YDJC
ARL6IP6	5.17683957596936e-13	0.271710744315729	0.449	0.282	7.96197926784087e-09	Epithelial cells 1	ARL6IP6
DAZAP1	5.39270652614756e-13	0.30622902081403	0.641	0.546	8.29398263721494e-09	Epithelial cells 1	DAZAP1
MED15	5.41970957475102e-13	0.291215300117771	0.695	0.593	8.33551332596707e-09	Epithelial cells 1	MED15
PWP1	6.03745280311733e-13	0.29016209849647	0.669	0.573	9.28560241119446e-09	Epithelial cells 1	PWP1
KRT15	6.72795899692605e-13	0.259469675204028	0.277	0.139	1.03476009372723e-08	Epithelial cells 1	KRT15
USF2	7.11869254917292e-13	0.265832551867679	0.618	0.484	1.0948549140628e-08	Epithelial cells 1	USF2
RCN1	7.97557990959911e-13	0.326926222324651	0.723	0.632	1.22664419009634e-08	Epithelial cells 1	RCN1
GALNT3	8.04685412587216e-13	0.27793626167681	0.79	0.721	1.23760616455914e-08	Epithelial cells 1	GALNT3
OPTN	8.77696667678318e-13	0.313768658154855	0.704	0.621	1.34989747488925e-08	Epithelial cells 1	OPTN
AFDN	8.93936491941189e-13	0.259718156241869	0.744	0.659	1.37487432460555e-08	Epithelial cells 1	AFDN
HLA-E	9.00643350536226e-13	0.314531317564731	0.997	0.977	1.38518947312472e-08	Epithelial cells 1	HLA-E
DGCR6L	9.09762976979349e-13	0.306296860370238	0.705	0.646	1.39921545859424e-08	Epithelial cells 1	DGCR6L
UPP1	1.02715646705059e-12	0.259398952993836	0.446	0.275	1.57976664632381e-08	Epithelial cells 1	UPP1
PMEPA1	1.20029319827e-12	0.739896897700029	0.841	0.807	1.84605093893925e-08	Epithelial cells 1	PMEPA1
FAM174C	1.37330099904279e-12	0.288897767106984	0.747	0.694	2.1121369365278e-08	Epithelial cells 1	FAM174C
FAM210B	1.4138775045931e-12	0.31891479787278	0.555	0.423	2.17454360206418e-08	Epithelial cells 1	FAM210B
EDN1	1.7886846951432e-12	0.699845610246632	0.579	0.503	2.75099706113024e-08	Epithelial cells 1	EDN1
GMPS	2.41443851212454e-12	0.283049876242447	0.546	0.403	3.71340643164754e-08	Epithelial cells 1	GMPS
SMIM10L1	2.45611297099673e-12	0.255849129105723	0.49	0.33	3.77750174939297e-08	Epithelial cells 1	SMIM10L1
MCM2	2.81284237469207e-12	0.293524610567874	0.457	0.286	4.32615157227641e-08	Epithelial cells 1	MCM2
PYGB	2.82340827267183e-12	0.328852986871578	0.653	0.55	4.34240192336928e-08	Epithelial cells 1	PYGB
TMEM106B	2.89989870701544e-12	0.374769907357419	0.609	0.518	4.46004421138975e-08	Epithelial cells 1	TMEM106B
KIF3B	3.05944279971192e-12	0.251511254337258	0.609	0.443	4.70542302595693e-08	Epithelial cells 1	KIF3B
DPM1	3.22615908286488e-12	0.276378486988279	0.554	0.411	4.96183266944619e-08	Epithelial cells 1	DPM1
UBE2J1	3.45616983138218e-12	0.256535344602687	0.659	0.542	5.31558920066579e-08	Epithelial cells 1	UBE2J1
TUBA4A	3.76677555820134e-12	0.27187278169521	0.762	0.691	5.79330080851367e-08	Epithelial cells 1	TUBA4A
ZMYND8	4.09177560072501e-12	0.254309566320512	0.533	0.384	6.29315087391506e-08	Epithelial cells 1	ZMYND8
OGDH	4.09863284499755e-12	0.267327236802005	0.555	0.405	6.30369731560623e-08	Epithelial cells 1	OGDH
F3	4.15151889492566e-12	0.532127835903737	0.617	0.541	6.38503606039567e-08	Epithelial cells 1	F3
MVB12A	4.23459690925599e-12	0.253764294586333	0.717	0.668	6.51281004643572e-08	Epithelial cells 1	MVB12A
SLC35C2	4.24927599268298e-12	0.253449589019538	0.56	0.41	6.53538647674642e-08	Epithelial cells 1	SLC35C2
WDR13	4.29058763816566e-12	0.27711886521078	0.669	0.59	6.59892378749878e-08	Epithelial cells 1	WDR13
C6orf62	4.93020645561748e-12	0.26920863761788	0.593	0.45	7.58265752873969e-08	Epithelial cells 1	C6orf62
MCM5	4.94305842878414e-12	0.505699641621235	0.614	0.553	7.60242386347001e-08	Epithelial cells 1	MCM5
PLEKHB2	5.21352500743583e-12	0.300891309091265	0.684	0.622	8.01840146143631e-08	Epithelial cells 1	PLEKHB2
KPNA4	5.68670341137404e-12	0.298866107586771	0.662	0.576	8.74614984669327e-08	Epithelial cells 1	KPNA4
RNMT	9.03889694329598e-12	0.274518703484878	0.572	0.446	1.39018234987892e-07	Epithelial cells 1	RNMT
TUBB	9.39949595294594e-12	0.325225229392129	0.973	0.975	1.44564247756309e-07	Epithelial cells 1	TUBB
SKA2	9.65416670786803e-12	0.262097078679153	0.43	0.267	1.4848108396701e-07	Epithelial cells 1	SKA2
KLHL24	9.68390341763671e-12	0.318613715615204	0.551	0.426	1.48938434563253e-07	Epithelial cells 1	KLHL24
DYNLT3	1.02972146908571e-11	0.295828799558017	0.65	0.564	1.58371161945382e-07	Epithelial cells 1	DYNLT3
ANXA3	1.08391055252133e-11	0.419541130468598	0.81	0.777	1.6670544297778e-07	Epithelial cells 1	ANXA3
IFNGR2	1.19337820822638e-11	0.280607709486318	0.743	0.69	1.83541568425217e-07	Epithelial cells 1	IFNGR2
SMC3	1.39580078785893e-11	0.262432838551911	0.528	0.38	2.14674161172704e-07	Epithelial cells 1	SMC3
OCLN	1.40594220507395e-11	0.308014035254329	0.662	0.574	2.16233911140373e-07	Epithelial cells 1	OCLN
DNAJC10	1.41617689105072e-11	0.289279260005816	0.663	0.574	2.17808005843601e-07	Epithelial cells 1	DNAJC10
EMP1	1.46168315297327e-11	0.526357759766407	0.561	0.482	2.24806868927289e-07	Epithelial cells 1	EMP1
TUBA1A	1.6314784057647e-11	0.305112334641232	0.352	0.196	2.50921378806611e-07	Epithelial cells 1	TUBA1A
HLA-DRB5	1.64107050200858e-11	0.252557308997172	0.626	0.535	2.5239664320892e-07	Epithelial cells 1	HLA-DRB5
HPGD	1.64349372581307e-11	0.557312087039093	0.536	0.434	2.5276933503005e-07	Epithelial cells 1	HPGD
NINJ1	1.9931474919965e-11	0.318220953556203	0.665	0.581	3.06546084269061e-07	Epithelial cells 1	NINJ1
LAMA5	2.04752693333795e-11	0.273746820753443	0.618	0.498	3.14909642347377e-07	Epithelial cells 1	LAMA5
PSIP1	2.10263338994996e-11	0.280765478430533	0.578	0.443	3.23385015374304e-07	Epithelial cells 1	PSIP1
GADD45G	2.12040851774364e-11	0.284629289084008	0.371	0.225	3.26118830028973e-07	Epithelial cells 1	GADD45G
GFPT1	2.25435171432156e-11	0.261392071915758	0.811	0.763	3.46719293662656e-07	Epithelial cells 1	GFPT1
NDUFAF8	2.46808214662911e-11	0.311085155518376	0.72	0.662	3.79591034151557e-07	Epithelial cells 1	NDUFAF8
PPP1R2	3.10083848175047e-11	0.254202630969486	0.763	0.732	4.76908958493222e-07	Epithelial cells 1	PPP1R2
ERRFI1	3.47503365464767e-11	0.351929423084605	0.672	0.607	5.34460176084812e-07	Epithelial cells 1	ERRFI1
NKAP	4.62469060583146e-11	0.250448273895507	0.615	0.485	7.11277415176878e-07	Epithelial cells 1	NKAP
COPG1	4.81802788990933e-11	0.253709273508887	0.775	0.754	7.41012689468055e-07	Epithelial cells 1	COPG1
SAMM50	5.10326363672548e-11	0.265283584814819	0.705	0.646	7.84881947328379e-07	Epithelial cells 1	SAMM50
FOXO3	5.35621380920613e-11	0.266217898000026	0.713	0.653	8.23785683855904e-07	Epithelial cells 1	FOXO3
PHF5A	7.89156153754764e-11	0.250771917001496	0.69	0.64	1.21372216447483e-06	Epithelial cells 1	PHF5A
TMEM159	7.93963233549387e-11	0.281631624711124	0.464	0.313	1.22111545319896e-06	Epithelial cells 1	TMEM159
TMPO	9.80379500750996e-11	0.365798839561481	0.729	0.685	1.50782367215503e-06	Epithelial cells 1	TMPO
EFNB1	1.35707617192822e-10	0.316931747088323	0.624	0.532	2.0871831524256e-06	Epithelial cells 1	EFNB1
KCNK6	1.6664781911964e-10	0.259758094912288	0.546	0.413	2.56304345806007e-06	Epithelial cells 1	KCNK6
COMMD2	1.73275139475448e-10	0.251288810050991	0.692	0.626	2.66497164513239e-06	Epithelial cells 1	COMMD2
DESI1	2.98327621627174e-10	0.261650356562355	0.504	0.373	4.58827882062594e-06	Epithelial cells 1	DESI1
DUSP2	3.3823651179897e-10	0.692822447825211	0.543	0.481	5.20207755146816e-06	Epithelial cells 1	DUSP2
ARHGAP5	3.56706778778252e-10	0.274340706820507	0.675	0.604	5.48615025760951e-06	Epithelial cells 1	ARHGAP5
JAG1	3.63540273669097e-10	0.396925127417757	0.584	0.48	5.59124940903072e-06	Epithelial cells 1	JAG1
TMBIM1	3.67700802777852e-10	0.306074516243449	0.865	0.833	5.65523834672336e-06	Epithelial cells 1	TMBIM1
AL135905.2	3.98893975683898e-10	0.330966284869548	0.591	0.525	6.13498934601836e-06	Epithelial cells 1	AL135905.2
PXMP2	5.75631745050263e-10	0.326579716515172	0.584	0.497	8.85321623887304e-06	Epithelial cells 1	PXMP2
LGMN	6.17536377775422e-10	0.354190093439957	0.813	0.786	9.49770949018598e-06	Epithelial cells 1	LGMN
SNRPD1	7.6936960180288e-10	0.255687649156075	0.921	0.918	1.18329044757283e-05	Epithelial cells 1	SNRPD1
TWF1	7.73954112752268e-10	0.25356619846952	0.775	0.765	1.19034142541299e-05	Epithelial cells 1	TWF1
KLK6	9.35623011211664e-10	0.36933132647256	0.283	0.157	1.43898819124354e-05	Epithelial cells 1	KLK6
WDR18	9.53027535933094e-10	0.254373221069995	0.635	0.552	1.4657563502651e-05	Epithelial cells 1	WDR18
CTSA	1.14319441997031e-09	0.357943008132386	0.826	0.792	1.75823301791434e-05	Epithelial cells 1	CTSA
NUDT4	1.54509857857611e-09	0.270384316973003	0.717	0.662	2.37636161385006e-05	Epithelial cells 1	NUDT4
PLAAT4	2.20572591122755e-09	0.306123462085769	0.799	0.756	3.39240645146798e-05	Epithelial cells 1	PLAAT4
ANXA1	2.43712544852701e-09	0.378309231103402	0.847	0.808	3.74829893983454e-05	Epithelial cells 1	ANXA1
TARS1	2.52237753143425e-09	0.271835305797999	0.549	0.438	3.87941664334587e-05	Epithelial cells 1	TARS1
UBA2	2.67040589030411e-09	0.252496559015293	0.674	0.634	4.10708425928771e-05	Epithelial cells 1	UBA2
NMU	4.51112428383135e-09	0.266433091791484	0.265	0.15	6.93810914853261e-05	Epithelial cells 1	NMU
UBE2S	5.30163320482214e-09	0.446992369154856	0.543	0.451	8.15391186901645e-05	Epithelial cells 1	UBE2S
CAVIN3	5.4513425573215e-09	0.275594642962997	0.401	0.266	8.38416485316047e-05	Epithelial cells 1	CAVIN3
S100A2	5.88739295625861e-09	0.413649237426053	0.756	0.701	9.05481036672574e-05	Epithelial cells 1	S100A2
SYTL1	6.33425746686157e-09	0.284798171596862	0.554	0.45	9.7420879840331e-05	Epithelial cells 1	SYTL1
ZC3H12A	6.48082057686367e-09	0.297775966502677	0.731	0.712	9.96750204721632e-05	Epithelial cells 1	ZC3H12A
PSMD14	8.43744669159771e-09	0.267504314607494	0.654	0.606	0.000129767930116773	Epithelial cells 1	PSMD14
EFNA1	1.10735065949849e-08	0.405703622885714	0.853	0.802	0.000170310531430868	Epithelial cells 1	EFNA1
MET	1.11645832270273e-08	0.251896219539428	0.662	0.601	0.00017171129003168	Epithelial cells 1	MET
EPS8L1	1.53348927054856e-08	0.258504345513814	0.717	0.634	0.000235850649810369	Epithelial cells 1	EPS8L1
GMNN	3.96496927687006e-08	0.262665135528421	0.509	0.399	0.000609812274782615	Epithelial cells 1	GMNN
MYO1E	4.45175915226948e-08	0.261686206911961	0.651	0.586	0.000684680557619047	Epithelial cells 1	MYO1E
TRIM29	4.60126749997576e-08	0.30714714171306	0.635	0.582	0.000707674941496272	Epithelial cells 1	TRIM29
NABP2	4.73403776346607e-08	0.260327482409012	0.627	0.586	0.000728095008021082	Epithelial cells 1	NABP2
UGCG	6.38724503807414e-08	0.253847320446464	0.512	0.412	0.000982358286855803	Epithelial cells 1	UGCG
SLC44A2	1.06402707666601e-07	0.25689304106771	0.617	0.539	0.00163647364391233	Epithelial cells 1	SLC44A2
ID1	1.47155006129275e-07	0.581642586539082	0.885	0.895	0.00226324399426824	Epithelial cells 1	ID1
UBD	1.58674860142374e-07	0.392807736627973	0.379	0.268	0.00244041934898971	Epithelial cells 1	UBD
TK1	1.68316254204204e-07	0.263490948396355	0.425	0.313	0.00258870398966065	Epithelial cells 1	TK1
ITGA2	1.81264668166047e-07	0.397655421050607	0.458	0.353	0.0027878505963938	Epithelial cells 1	ITGA2
GLA	2.10369497712445e-07	0.289431340412149	0.53	0.419	0.00323548287481741	Epithelial cells 1	GLA
ANKRD37	2.40941480641207e-07	0.47296171499999	0.615	0.596	0.00370567997226176	Epithelial cells 1	ANKRD37
KRT23	3.47855415982001e-07	0.419949297113465	0.596	0.545	0.00535001629780318	Epithelial cells 1	KRT23
CDC42EP4	4.0261705634613e-07	0.263005894355826	0.602	0.548	0.00619225032660348	Epithelial cells 1	CDC42EP4
IFNGR1	5.28206961571687e-07	0.272374215779709	0.65	0.598	0.00812382306897254	Epithelial cells 1	IFNGR1
IFIT3	5.60297210648763e-07	0.306909707131978	0.265	0.17	0.00861737109977798	Epithelial cells 1	IFIT3
TM7SF3	7.03343456355461e-07	0.269886475307153	0.591	0.557	0.010817422358747	Epithelial cells 1	TM7SF3
GOLIM4	7.80997310148791e-07	0.290659131166979	0.575	0.498	0.0120117386300884	Epithelial cells 1	GOLIM4
H1-10	1.3921331235739e-06	0.339099072434209	0.572	0.516	0.0214110074405666	Epithelial cells 1	H1-10
TMEM30A	2.25358050747008e-06	0.276089570609898	0.591	0.535	0.0346600682048898	Epithelial cells 1	TMEM30A
TINAGL1	2.48938526811409e-06	0.402075784649355	0.657	0.654	0.0382867454235946	Epithelial cells 1	TINAGL1
TGFBI	4.10008254474917e-06	0.556810667967707	0.347	0.235	0.0630592695382423	Epithelial cells 1	TGFBI
NIBAN2	4.23553885985991e-06	0.278752091006297	0.677	0.663	0.0651425876646454	Epithelial cells 1	NIBAN2
AIFM1	1.62884756218342e-05	0.254769781972733	0.615	0.598	0.25051675506381	Epithelial cells 1	AIFM1
C3	1.65358950829466e-05	0.475303070169538	0.683	0.689	0.254322066375718	Epithelial cells 1	C3
CLDN1	1.71074594346773e-05	0.28496564768961	0.551	0.495	0.263112726105337	Epithelial cells 1	CLDN1
PTTG1	7.60180701761382e-05	0.281369694293031	0.287	0.199	1	Epithelial cells 1	PTTG1
