	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PTGIR	0.353034894260529	0.0167959904872085	0.077	0.062	1
MYPOP	0.359151530637007	0.0167959904872085	0.084	0.068	1
MEA1	0.466081831002249	0.0167798349781025	0.498	0.463	1
INO80C	0.526323940642935	0.016756453320443	0.067	0.057	1
PPP4R1	0.595044901966107	0.0167497628556013	0.151	0.139	1
SIRT2	0.738253227960439	0.0167440787803219	0.235	0.227	1
XRCC4	0.345967171110059	0.0167158664590363	0.056	0.043	1
KRBA2	0.567608400803248	0.0167158664590363	0.049	0.042	1
LAS1L	0.538698403633614	0.016712435526696	0.14	0.126	1
SMIM10L1	0.32059177837116	0.0167095264890468	0.232	0.202	1
EXOSC4	0.314228485296967	0.0166741875371688	0.218	0.189	1
FMO4	0.235669146459031	0.0166741875371687	0.042	0.029	1
PHTF2	0.332482591338712	0.0166741875371686	0.13	0.109	1
IFI27L1	0.508913445765625	0.0166741875371686	0.133	0.119	1
MRI1	0.51186170265048	0.0166741875371686	0.13	0.116	1
PCCB	0.662130299530062	0.0166741875371686	0.123	0.114	1
COG3	0.73811627426257	0.0166741875371686	0.123	0.116	1
KLC1	0.548379724122997	0.0166380347501852	0.204	0.187	1
ZFP69	0.183847572565568	0.016631371878075	0.028	0.016	1
FOXO3B	0.183847572565568	0.016631371878075	0.028	0.016	1
ZNF726	0.435055753416691	0.016631371878075	0.021	0.015	1
ZC3H13	0.355109712532198	0.0166109890510497	0.347	0.31	1
PRKAB2	0.419346721499607	0.016594789884861	0.105	0.09	1
FUZ	0.549336808516357	0.016594789884861	0.102	0.09	1
TFB2M	0.819109519667691	0.016594789884861	0.095	0.091	1
NCR3	0.0027188482027101	0.0165873723342971	0.014	0.002	1
S1PR4	0.0027188482027101	0.0165873723342971	0.014	0.002	1
PKD2L2	0.00941749793256229	0.0165873723342971	0.014	0.002	1
GABRR2	0.00941749793256229	0.0165873723342971	0.014	0.002	1
GIMAP6	0.00941749793256229	0.0165873723342971	0.014	0.002	1
ARHGAP11B	0.00941749793256229	0.0165873723342971	0.014	0.002	1
SYT3	0.00941749793256229	0.0165873723342971	0.014	0.002	1
GAL	0.00941749793256229	0.0165873723342971	0.014	0.002	1
TMEM95	0.00941749793256229	0.0165873723342971	0.014	0.002	1
CD86	0.0503630466066212	0.0165873723342971	0.011	0.002	1
REM2	0.0503630466066212	0.0165873723342971	0.011	0.002	1
SIRPG	0.0503630466066212	0.0165873723342971	0.011	0.002	1
MTF1	0.299037531645766	0.0165535659041494	0.095	0.076	1
NAGPA	0.469591487339147	0.0165535659041494	0.091	0.078	1
MIEF1	0.550456072644636	0.0165535659041494	0.091	0.081	1
RBM7	0.678431106560688	0.0165244021874469	0.165	0.156	1
PPP2CB	0.683710946755155	0.0165244021874469	0.161	0.152	1
IFNGR1	0.776433734786556	0.0165219483093706	0.354	0.346	1
HELZ2	0.403900777034247	0.016511272394893	0.077	0.064	1
SEC22A	0.409306170073175	0.016511272394893	0.081	0.067	1
GLE1	0.409306170073175	0.016511272394893	0.081	0.067	1
C17orf75	0.466118353728683	0.016511272394893	0.077	0.065	1
PLEKHG3	0.492724287546768	0.016511272394893	0.074	0.063	1
EIF2B1	0.579669951363465	0.0164989862447207	0.239	0.223	1
PSMC2	0.947705627525761	0.0164766392634259	0.281	0.288	1
CHKA	0.424449534981126	0.0164678671877447	0.063	0.051	1
TP53INP2	0.762211903856724	0.0164678671877447	0.046	0.05	1
EPM2AIP1	0.272774604882434	0.0164615731324085	0.175	0.203	1
PGM3	0.404976279950021	0.0164615731324085	0.228	0.204	1
ZNF875	0.414868142616826	0.016444019214905	0.14	0.122	1
EPHA2	0.13409346750166	0.0164233058669617	0.049	0.031	1
ZNF213	0.439074135416544	0.0164233058669617	0.049	0.039	1
BX664615.2	0.478230766787244	0.0164233058669617	0.049	0.04	1
OXNAD1	0.218842057201002	0.0163775416188053	0.039	0.025	1
ZBED4	0.288914936886523	0.0163775416188053	0.039	0.027	1
HSD17B2	0.309212893629304	0.0163775416188053	0.011	0.02	1
C11orf49	0.462071272254953	0.0163682401198649	0.27	0.247	1
ZNF581	0.997461883488263	0.0163682401198649	0.249	0.255	1
AP5M1	0.402498605909597	0.0163596093155535	0.116	0.099	1
TAPBPL	0.507215130672867	0.0163440891394606	0.186	0.169	1
AL590560.2	0.117526122900246	0.0163305250674902	0.025	0.012	1
FAM218A	0.117526122900246	0.0163305250674902	0.025	0.012	1
ITPKC	0.0107194131855719	0.0163157985051705	0.098	0.056	1
UBE3C	0.420931278511992	0.0163157985051705	0.105	0.09	1
PITPNA	0.47078946136231	0.0163157985051705	0.102	0.088	1
ZNF260	0.47078946136231	0.0163157985051705	0.102	0.088	1
TEAD3	0.467271751044185	0.0162919752434199	0.242	0.22	1
CCDC186	0.162975012872868	0.0162610822656453	0.168	0.134	1
VIRMA	0.475650104980455	0.0162610822656453	0.165	0.147	1
NUDT11	0.352586992552015	0.0162247561901722	0.077	0.062	1
C17orf80	0.496154411514932	0.0162247561901722	0.074	0.063	1
GALE	0.88325097792303	0.0162247561901722	0.063	0.061	1
WAPL	0.516782526866863	0.0162122579116183	0.225	0.206	1
ZFYVE26	0.33092838492417	0.0161774344838357	0.063	0.049	1
ASTE1	0.360566487582934	0.0161774344838357	0.063	0.05	1
HERC1	0.405779032781188	0.016171030475309	0.196	0.175	1
NOSIP	0.609506968565748	0.0161288482598801	0.389	0.371	1
NAV2	0.221528201850062	0.0161288482598799	0.046	0.031	1
DDHD1	0.287390962076306	0.0161288482598799	0.126	0.103	1
ABHD13	0.745023472816155	0.0161288482598799	0.119	0.113	1
GRM7	0.199261916225269	0.0160789461467715	0.035	0.022	1
ZNF816	0.233753541310105	0.0160789461467715	0.035	0.023	1
ZBTB49	0.271157852742486	0.0160789461467715	0.035	0.024	1
TRIM29	0.273396862811485	0.0160789461467712	0.011	0.02	1
KIAA0100	0.428089692561678	0.0160414836768825	0.172	0.151	1
ZNF512	0.458400406412038	0.0160414836768825	0.175	0.156	1
ENOX1	0.328652240725793	0.0160350845682415	0.098	0.08	1
BIVM	0.373880716582102	0.0160350845682415	0.102	0.085	1
MTFMT	0.497477724937414	0.0160350845682415	0.098	0.086	1
H2AC14	0.0423565954750068	0.0160276739521218	0.018	0.006	1
C3orf80	0.0815478722319888	0.0160276739521218	0.021	0.009	1
KNDC1	0.0815478722319888	0.0160276739521218	0.021	0.009	1
RAB33A	0.113767616468311	0.0160276739521218	0.021	0.01	1
PKP2	0.20112871558863	0.0160276739521218	0.018	0.009	1
TXLNB	0.260334752361435	0.0160276739521218	0.018	0.01	1
ULBP2	0.260334752361435	0.0160276739521218	0.018	0.01	1
AP1S1	0.891058531657788	0.0160123249078799	0.274	0.274	1
CA5B	0.600619633012663	0.0159962293287863	0.158	0.146	1
PCBP4	0.874732383765238	0.0159962293287863	0.147	0.144	1
RAB1B	0.804971702036539	0.0159962293287861	0.428	0.423	1
NDUFS2	0.651795291884995	0.0159889844652101	0.389	0.376	1
TBC1D25	0.414894567527325	0.0159863903454854	0.088	0.073	1
DMWD	0.43933284375599	0.0159863903454854	0.084	0.071	1
RAB11FIP5	0.557438878125922	0.0159863903454854	0.084	0.074	1
VKORC1L1	0.591212075671002	0.0159863903454854	0.081	0.072	1
BORCS7	0.609560715642077	0.015971828773342	0.277	0.259	1
KANK2	0.740636635767895	0.0159685517791809	0.575	0.579	1
CUL1	0.438401607049774	0.0159615695721294	0.218	0.195	1
SKIV2L	0.424675958931332	0.0159498760426937	0.147	0.129	1
FLOT2	0.884199105828813	0.0159498760426937	0.133	0.131	1
FAM76B	0.296770138633034	0.0159364247796496	0.074	0.057	1
SKP2	0.376041117123321	0.0159364247796496	0.074	0.059	1
ATG3	0.730618565118014	0.0159304605805078	0.256	0.248	1
ORAI2	0.604471321847722	0.0159023832973416	0.13	0.119	1
FMNL3	0.324124948466894	0.0158851374224526	0.06	0.046	1
ZNF486	0.35459811841239	0.0158851374224526	0.06	0.046	1
SLC25A53	0.445789454291928	0.0158851374224526	0.053	0.042	1
LYSMD2	0.611472872327638	0.0158851374224526	0.053	0.046	1
PCBD1	0.982134070548436	0.0158324751207087	0.414	0.402	1
RASSF3	0.283715722885939	0.0158324751207086	0.046	0.033	1
AC008770.4	0.283715722885939	0.0158324751207086	0.046	0.033	1
ZNF70	0.317930537325695	0.0158324751207086	0.046	0.033	1
GPRASP1	0.424613974381394	0.0158038071317981	0.109	0.093	1
CEP55	0.154112559074809	0.0157783818325795	0.025	0.013	1
CELSR2	0.176371982093788	0.0157783818325795	0.032	0.019	1
MATR3	0.211394825137533	0.0157783818325795	0.032	0.02	1
RUBCNL	0.455974801354042	0.0157783818325793	0.165	0.147	1
BAG4	0.65125203935709	0.0157783818325793	0.161	0.151	1
THYN1	0.776014133855863	0.0157580803410833	0.323	0.317	1
MTFR1	0.525803008270092	0.0157526320661088	0.095	0.083	1
MRPL28	0.724197254532642	0.0157352822152405	0.281	0.272	1
DLG1	0.466587513356386	0.0157298299457556	0.154	0.138	1
RGPD3	0.0238416635957631	0.0157227984286353	0.018	0.005	1
CCDC9B	0.0693088673421752	0.0157227984286353	0.018	0.007	1
NOG	0.0693088673421752	0.0157227984286353	0.018	0.007	1
ZNF419	0.0693088673421752	0.0157227984286353	0.018	0.007	1
IRF5	0.135531201550169	0.0157227984286353	0.014	0.006	1
TNN	0.135531201550169	0.0157227984286353	0.014	0.006	1
KLRB1	0.176189334742207	0.0157227984286353	0.011	0.004	1
ITPRIP	0.403160317947947	0.0157094967349993	0.193	0.17	1
RAB33B	0.559415342811475	0.0157001339659357	0.081	0.071	1
PIGBOS1	0.458820392021251	0.0156800955607226	0.144	0.127	1
ORMDL2	0.492932274156943	0.0156291349446492	0.13	0.115	1
INIP	0.880477710705061	0.0156291349446492	0.116	0.12	1
CYB5D1	0.286457078667219	0.015590957988095	0.056	0.042	1
IGHMBP2	0.380449440707901	0.015590957988095	0.056	0.044	1
TERF2	0.562688506061029	0.015590957988095	0.053	0.045	1
SLC35A5	0.492084776666653	0.0155769021812651	0.123	0.108	1
RAD50	0.460065274911862	0.015564422066378	0.175	0.156	1
ATM	0.337543176378242	0.0155532667478014	0.225	0.197	1
TFF1	0.117788770276759	0.0155341676904997	0.025	0.012	1
TBC1D22B	0.269930197392426	0.0155341676904997	0.042	0.029	1
MTHFSD	0.269930197392426	0.0155341676904997	0.042	0.029	1
PDSS2	0.606555546678449	0.0155233490328751	0.102	0.092	1
GPAT4	0.322691611491108	0.0155137576341105	0.172	0.147	1
AQP1	0.148789514225098	0.0154758291323662	0.028	0.015	1
RAB27B	0.184702429450694	0.0154758291323662	0.028	0.016	1
SYTL1	0.287025418990425	0.0154758291323662	0.025	0.015	1
EPC1	0.760126090034652	0.0154732565731966	0.428	0.417	1
PMF1	0.527085907313163	0.0154684247917718	0.088	0.077	1
CTTNBP2	0.97061178736	0.0154684247917718	0.074	0.075	1
JAGN1	0.742141350672843	0.0154460593339285	0.291	0.308	1
CIITA	0.00948802171748591	0.0154158781238529	0.014	0.002	1
PLAC8	0.018528896320002	0.0154158781238529	0.011	0.002	1
AL109811.3	0.0238894229342412	0.0154158781238529	0.014	0.003	1
AGMAT	0.0238894229342412	0.0154158781238529	0.014	0.003	1
OVGP1	0.0238894229342412	0.0154158781238529	0.014	0.003	1
C6orf163	0.0238894229342412	0.0154158781238529	0.014	0.003	1
MTRNR2L8	0.0238894229342412	0.0154158781238529	0.014	0.003	1
TMEM88	0.0238894229342412	0.0154158781238529	0.014	0.003	1
MEOX1	0.0238894229342412	0.0154158781238529	0.014	0.003	1
LAMP3	0.0506075614721719	0.0154158781238529	0.011	0.002	1
RNF183	0.0506075614721719	0.0154158781238529	0.011	0.002	1
WDFY4	0.102995590675332	0.0154158781238529	0.011	0.003	1
APELA	0.102995590675332	0.0154158781238529	0.011	0.003	1
PPP2R5C	0.466185560818096	0.0154087159477348	0.137	0.121	1
GTF2H3	0.310778367984981	0.0153542468770362	0.133	0.111	1
INPP5F	0.880327258515239	0.0153542468770362	0.119	0.117	1
ASAP2	0.233770583963593	0.0153542468770361	0.067	0.049	1
ZNF354A	0.367641818628268	0.0153542468770361	0.067	0.053	1
RAP2A	0.367641818628268	0.0153542468770361	0.067	0.053	1
MFSD4B	0.45952578027044	0.0153542468770361	0.063	0.052	1
PYROXD1	0.460942317709265	0.0153542468770361	0.067	0.055	1
MLYCD	0.307366341326235	0.0152948779323193	0.053	0.039	1
SECTM1	0.366491568345903	0.0152948779323193	0.049	0.037	1
RAD51B	0.373484080704444	0.0152948779323193	0.053	0.041	1
NF1	0.334766094859537	0.0152533379421914	0.225	0.196	1
POP5	0.465358043400899	0.0152533379421914	0.218	0.196	1
CCNT1	0.482627344077943	0.0152475978257298	0.165	0.147	1
PIGG	0.420931288092365	0.0152411652779118	0.105	0.09	1
SLC35G1	0.188698160100608	0.015233906964476	0.039	0.024	1
ST20-MTHFS	0.219937605584167	0.015233906964476	0.039	0.025	1
FMNL1	0.219937605584167	0.015233906964476	0.039	0.025	1
ZNF587	0.253813088700305	0.015233906964476	0.039	0.026	1
CES4A	0.40174446248053	0.015233906964476	0.035	0.026	1
TMEM17	0.448834722871505	0.015233906964476	0.035	0.027	1
C16orf86	0.448834722871505	0.015233906964476	0.035	0.027	1
TNFRSF12A	0.0144055900214483	0.01520520813301	0.337	0.255	1
DYNLL2	0.764607469575281	0.0151923373273586	0.133	0.128	1
PHTF1	0.393156521532304	0.0151824463360902	0.091	0.076	1
C2orf69	0.393156521532304	0.0151824463360902	0.091	0.076	1
DENND5A	0.528838130209708	0.0151824463360902	0.088	0.077	1
ALDH7A1	0.728505033045931	0.0151770333845042	0.312	0.334	1
TRIM45	0.152671154260502	0.0151712682426496	0.025	0.013	1
GPR162	0.152671154260502	0.0151712682426496	0.025	0.013	1
KCNAB2	0.19227966415695	0.0151712682426496	0.025	0.014	1
MMACHC	0.19227966415695	0.0151712682426496	0.025	0.014	1
ANKRD33B	0.19227966415695	0.0151712682426496	0.025	0.014	1
TPRA1	0.830527732354967	0.0151585343296438	0.242	0.236	1
SNRPC	0.66598547779681	0.0151407009329692	0.379	0.363	1
RNF41	0.637018075067882	0.0151357229382831	0.133	0.123	1
ZNF605	0.467411549118405	0.0151221997430141	0.074	0.062	1
ZNF568	0.820713528209945	0.0151221997430141	0.067	0.064	1
NNAT	0.904043699036114	0.0151221997430141	0.056	0.055	1
CR2	0.000322252271810459	0.0151068923902084	0.011	0	1
IGKV2-29	0.000322252271810459	0.0151068923902084	0.011	0	1
IGKV2D-29	0.000322252271810459	0.0151068923902084	0.011	0	1
CCR5	0.000322252271810459	0.0151068923902084	0.011	0	1
CCDC192	0.000322252271810459	0.0151068923902084	0.011	0	1
THEMIS	0.000322252271810459	0.0151068923902084	0.011	0	1
VSIG1	0.000322252271810459	0.0151068923902084	0.011	0	1
AC018362.3	0.000322252271810459	0.0151068923902084	0.011	0	1
TBX21	0.000322252271810459	0.0151068923902084	0.011	0	1
SLC16A6	0.000322252271810459	0.0151068923902084	0.011	0	1
MATK	0.000322252271810459	0.0151068923902084	0.011	0	1
LILRB1	0.000322252271810459	0.0151068923902084	0.011	0	1
NLRP2	0.000322252271810459	0.0151068923902084	0.011	0	1
AURKC	0.000322252271810459	0.0151068923902084	0.011	0	1
APCDD1L	0.000322252271810459	0.0151068923902084	0.011	0	1
TRAT1	0.00333182093364705	0.0151068923902084	0.007	0	1
CCDC144NL	0.00333182093364705	0.0151068923902084	0.007	0	1
TRBV5-4	0.0380730144618848	0.0151068923902084	0.004	0	1
RETN	0.0380730144618848	0.0151068923902084	0.004	0	1
SLK	0.384980547847042	0.0150777042855917	0.126	0.107	1
RABGAP1L	0.424785803313869	0.0150777042855917	0.123	0.106	1
ZC4H2	0.425425476936904	0.0150603650971013	0.063	0.051	1
RNF122	0.488411154041481	0.0150603650971013	0.056	0.046	1
ZNF219	0.682384483113257	0.0150603650971013	0.056	0.05	1
ZMYM2	0.316703869073651	0.0150540918690069	0.225	0.194	1
ZPR1	0.458544083001657	0.0150371710425976	0.175	0.156	1
ARHGEF2	0.461266762215601	0.0150371710425976	0.172	0.153	1
LMNB2	0.560990275301554	0.0150371710425976	0.165	0.151	1
CISD2	0.753641449244572	0.015018228466087	0.256	0.249	1
UHRF2	0.472854968978954	0.0150182284660867	0.109	0.094	1
FAM83D	0.0275636413224209	0.0149968787699601	0.032	0.013	1
MAPK9	0.297042934172034	0.0149968787699601	0.049	0.036	1
DISP1	0.761179891001587	0.0149968787699601	0.039	0.035	1
GALC	0.376289405276452	0.014957239885392	0.102	0.085	1
URB1	0.471517595523366	0.014957239885392	0.098	0.085	1
RPS6KA4	0.500216398307606	0.014957239885392	0.098	0.086	1
WDR81	0.526893956491082	0.014957239885392	0.098	0.086	1
ZNF688	0.55408715377694	0.014957239885392	0.098	0.087	1
FOXC1	0.200251458501106	0.0149316736879899	0.035	0.022	1
GPT2	0.248037094187513	0.0149316736879899	0.032	0.02	1
RMI1	0.312613482255461	0.0149316736879899	0.035	0.024	1
DCLRE1B	0.487780201032048	0.0149316736879899	0.032	0.024	1
EI24	0.49626337486716	0.0149261601581038	0.396	0.369	1
FAM120A	0.634758736178856	0.0149127181694156	0.235	0.221	1
SAAL1	0.527638112424354	0.0148946800846213	0.084	0.073	1
SLC35E1	0.530125185638731	0.0148946800846213	0.084	0.073	1
SLC52A1	0.0560413678092056	0.0148646790960028	0.021	0.008	1
PDE6B	0.11431929020764	0.0148646790960028	0.021	0.01	1
SLC2A6	0.11431929020764	0.0148646790960028	0.021	0.01	1
AKR1E2	0.11431929020764	0.0148646790960028	0.021	0.01	1
DGKQ	0.153109890507993	0.0148646790960028	0.021	0.011	1
ZNF30	0.153109890507993	0.0148646790960028	0.021	0.011	1
CALHM5	0.326859227338133	0.0148646790960028	0.018	0.011	1
RRAD	0.0624860208859323	0.0148611020966784	0.088	0.058	1
TOR1B	0.941150067124546	0.0148611020966784	0.123	0.122	1
TMEM116	0.598478693706647	0.0148304875534804	0.07	0.062	1
YTHDC2	0.843941961921427	0.0147994921824789	0.105	0.102	1
HPF1	0.910306329972113	0.0147767068209291	0.253	0.253	1
ELOVL4	0.356388484644832	0.0147645975285372	0.06	0.046	1
TTC26	0.421333567746394	0.0147645975285372	0.06	0.048	1
SMG8	0.604106227346838	0.0147645975285372	0.056	0.049	1
DUSP11	0.902758285271352	0.0147454505642194	0.204	0.202	1
FAM126A	0.353462752602262	0.0147363301752981	0.109	0.09	1
SLC66A1	0.728709670275228	0.0147363301752981	0.098	0.092	1
BAD	0.762959536173248	0.0147196942469027	0.442	0.432	1
C19orf54	0.319413452569896	0.0146969417752781	0.046	0.033	1
ELF4	0.512797795343911	0.0146969417752781	0.042	0.034	1
FZD4	0.346407437392746	0.0146715566757776	0.095	0.077	1
HELQ	0.677492046209421	0.0146715566757776	0.091	0.084	1
MFSD1	0.310271066621971	0.0146655861332001	0.256	0.224	1
DENND2C	0.212377650809206	0.014627448352401	0.032	0.02	1
DBF4B	0.212377650809206	0.014627448352401	0.032	0.02	1
P2RX7	0.268631503416682	0.014627448352401	0.028	0.018	1
CMTM4	0.292701771139503	0.014627448352401	0.032	0.021	1
TMEM144	0.316432417339594	0.014627448352401	0.028	0.019	1
VPS13C	0.531465956697103	0.0146081667854802	0.214	0.197	1
INO80D	0.387844037591999	0.0145848388144414	0.133	0.114	1
ADAM15	0.872114047377282	0.0145848388144414	0.116	0.113	1
SLC4A1AP	0.51387274094147	0.0145663625033013	0.179	0.162	1
NEK5	0.0696711308035673	0.0145560413566403	0.018	0.007	1
FAM220A	0.104888814345754	0.0145560413566403	0.018	0.007	1
ABCB1	0.104888814345754	0.0145560413566403	0.018	0.007	1
ZNF777	0.104888814345754	0.0145560413566403	0.018	0.007	1
HR	0.104888814345754	0.0145560413566403	0.018	0.007	1
C9orf50	0.104888814345754	0.0145560413566403	0.018	0.007	1
NANOS1	0.104888814345754	0.0145560413566403	0.018	0.007	1
ZNF814	0.104888814345754	0.0145560413566403	0.018	0.007	1
SAPCD2	0.196883286428151	0.0145560413566403	0.014	0.007	1
ZNF852	0.267655807888087	0.0145560413566403	0.014	0.007	1
WNT3	0.267655807888087	0.0145560413566403	0.014	0.007	1
TSC22D4	0.56857750180926	0.0145494521886318	0.221	0.204	1
PPP2R5A	0.565522294448955	0.0145369220505287	0.067	0.058	1
RNASEL	0.793681597253193	0.0145195953982229	0.109	0.104	1
MAP1LC3A	0.764016841981065	0.0145095677343638	0.509	0.52	1
SNRPF	0.513172505393683	0.0144974842822273	0.446	0.474	1
BCAR3	0.317955631221812	0.0144669259554742	0.056	0.042	1
METTL4	0.349402260109302	0.0144669259554742	0.056	0.043	1
CAMSAP1	0.382256502769812	0.0144669259554742	0.056	0.044	1
KCNE3	0.649840432610178	0.0144669259554742	0.049	0.043	1
MED28	0.989850273631441	0.0144639691314816	0.281	0.286	1
FAAH	0.415773271955125	0.0143950479780317	0.039	0.029	1
ETFA	0.601647828234662	0.0143420875492276	0.277	0.303	1
CD14	0.117530314240481	0.014321211190874	0.025	0.012	1
PCDHGB6	0.185560018326382	0.014321211190874	0.028	0.016	1
CLDN15	0.224944460338896	0.014321211190874	0.028	0.017	1
LRRC8D	0.268216052533842	0.014321211190874	0.028	0.018	1
LHFPL5	0.268216052533842	0.014321211190874	0.028	0.018	1
SENP3	0.268216052533842	0.014321211190874	0.028	0.018	1
ATP2A3	0.341133866040176	0.014321211190874	0.025	0.016	1
TMSB15B.1	0.457108832399848	0.014321211190874	0.025	0.018	1
PLEKHM1	0.532128076881944	0.0143137166906471	0.077	0.067	1
IRGQ	0.632691829344145	0.0143137166906471	0.074	0.066	1
THTPA	0.450230399857493	0.0143069183077088	0.133	0.116	1
SGSM3	0.854210711310039	0.0143069183077088	0.119	0.116	1
FBXL12	0.540898867212269	0.0142950549173277	0.221	0.204	1
UBE2D1	0.26532269307907	0.014289848596099	0.277	0.239	1
RBM8A	0.791654393568654	0.0142543697258352	0.533	0.55	1
ITGAL	0.00955898434459899	0.0142453344159153	0.014	0.002	1
RNF175	0.0240391228915845	0.0142453344159153	0.014	0.003	1
LRMP	0.0240391228915845	0.0142453344159153	0.014	0.003	1
HSPA4L	0.0489058445042075	0.0142453344159153	0.014	0.004	1
TLR2	0.0489058445042075	0.0142453344159153	0.014	0.004	1
P2RY10	0.0489058445042075	0.0142453344159153	0.014	0.004	1
C9orf135	0.0489058445042075	0.0142453344159153	0.014	0.004	1
CUBN	0.0489058445042075	0.0142453344159153	0.014	0.004	1
REP15	0.0489058445042075	0.0142453344159153	0.014	0.004	1
AGAP2	0.0489058445042075	0.0142453344159153	0.014	0.004	1
ERCC6L	0.103402093540034	0.0142453344159153	0.011	0.003	1
ADM2	0.103402093540034	0.0142453344159153	0.011	0.003	1
SMIM10L2A	0.175233064994636	0.0142453344159153	0.011	0.004	1
GLI4	0.340548257563047	0.0142414855099615	0.067	0.052	1
SIRT1	0.639911940169474	0.0142414855099615	0.063	0.056	1
PSPH	0.365405342575812	0.0142379985789501	0.119	0.1	1
E4F1	0.547691579225667	0.0142379985789501	0.116	0.103	1
OBSCN	0.441026510199728	0.0141673319265938	0.049	0.039	1
ATXN7L2	0.52249476415536	0.0141673319265938	0.049	0.041	1
PAFAH1B3	0.424405541722458	0.0141673319265938	0.182	0.162	1
PES1	0.601394968910196	0.0141673319265936	0.246	0.23	1
MRPS35	0.956152842465552	0.0141065728016975	0.253	0.255	1
RRP9	0.88680770082879	0.0140981860069139	0.13	0.128	1
RBKS	0.188698189147248	0.0140911781594729	0.039	0.024	1
ZNF124	0.291518047446279	0.0140911781594729	0.039	0.027	1
PRRG1	0.371494268493829	0.0140911781594729	0.039	0.029	1
FZD8	0.371494268493829	0.0140911781594729	0.039	0.029	1
DPP7	0.556611643223352	0.014071817673132	0.449	0.431	1
RUFY2	0.632122368712356	0.0140273256145921	0.119	0.109	1
NCALD	0.403952234690995	0.0140204852634421	0.07	0.057	1
FECH	0.40931802294672	0.0140204852634421	0.077	0.064	1
PDZK1IP1	0.637445008020796	0.0140204852634421	0.018	0.022	1
GABPB2	0.742513282579322	0.0140204852634421	0.07	0.065	1
LRFN4	0.193113249041176	0.0140129421740908	0.025	0.014	1
SFTA2	0.200301258823264	0.0140129421740908	0.021	0.011	1
WDR92	0.237671697455635	0.0140129421740908	0.025	0.015	1
KIF5A	0.237671697455635	0.0140129421740908	0.025	0.015	1
CDK5R1	0.250604765733576	0.0140129421740908	0.021	0.012	1
SEMA4G	0.635268296491046	0.0140129421740908	0.018	0.014	1
TAF11	0.861046473415418	0.0139884373835055	0.277	0.275	1
SLC39A1	0.57320792583367	0.0139810455242576	0.253	0.235	1
ANKRD36	0.375592796198309	0.0139546861835766	0.112	0.094	1
MFSD8	0.460659628346332	0.013944159980772	0.063	0.052	1
GID4	0.460659628346332	0.013944159980772	0.063	0.052	1
FCRL3	0.00404322442159021	0.0139325373877263	0.011	0.001	1
SLAMF1	0.00404322442159021	0.0139325373877263	0.011	0.001	1
GPR171	0.00404322442159021	0.0139325373877263	0.011	0.001	1
H2BC14	0.00404322442159021	0.0139325373877263	0.011	0.001	1
ADGRF5	0.00404322442159021	0.0139325373877263	0.011	0.001	1
TBX18	0.00404322442159021	0.0139325373877263	0.011	0.001	1
TRAPPC3L	0.00404322442159021	0.0139325373877263	0.011	0.001	1
CCDC160	0.00404322442159021	0.0139325373877263	0.011	0.001	1
ANKRD20A4P	0.00404322442159021	0.0139325373877263	0.011	0.001	1
EML5	0.00404322442159021	0.0139325373877263	0.011	0.001	1
SERINC4	0.00404322442159021	0.0139325373877263	0.011	0.001	1
FBXO39	0.00404322442159021	0.0139325373877263	0.011	0.001	1
THEGL	0.00404322442159021	0.0139325373877263	0.011	0.001	1
TMEM156	0.0339941274690502	0.0139325373877263	0.007	0.001	1
HLA-DOA	0.0339941274690502	0.0139325373877263	0.007	0.001	1
SLC16A12	0.0339941274690502	0.0139325373877263	0.007	0.001	1
AC011511.1	0.0339941274690502	0.0139325373877263	0.007	0.001	1
FFAR3	0.0339941274690502	0.0139325373877263	0.007	0.001	1
CLDN5	0.0339941274690502	0.0139325373877263	0.007	0.001	1
APOBEC3H	0.0339941274690502	0.0139325373877263	0.007	0.001	1
RGS13	0.259528837408077	0.0139325373877263	0.004	0.001	1
CDK11B	0.318567934481197	0.0138932897487561	0.151	0.127	1
DGLUCY	0.513490393452117	0.0138932897487561	0.147	0.132	1
S100A2	0.372339267624453	0.0138801998645676	0.021	0.031	1
BTRC	0.450304878852325	0.0138801998645676	0.102	0.087	1
ZNF609	0.500313945655918	0.0138801998645676	0.098	0.086	1
SLC16A7	0.710992765542764	0.0138801998645676	0.091	0.085	1
SH2D2A	0.934056705573139	0.0138657967513109	0.035	0.034	1
POLR2M	0.639139982006825	0.0138498723498063	0.225	0.212	1
CTCF	0.411196859466254	0.0138358683890326	0.179	0.158	1
PIGX	0.465427537812285	0.0138358683890326	0.175	0.157	1
COQ6	0.494920129719588	0.0138205719102896	0.137	0.121	1
ZC3H15	0.32257983955287	0.0138182706841596	0.47	0.421	1
SEPHS1	0.393613019312835	0.0138037953136363	0.088	0.072	1
DCDC2	0.145493934888777	0.0137853128482627	0.032	0.018	1
FOXM1	0.289617299070934	0.0137853128482627	0.025	0.015	1
SNX30	0.313917145472701	0.0137853128482627	0.035	0.024	1
TBCEL	0.313917145472701	0.0137853128482627	0.035	0.024	1
CCNJ	0.356815736787271	0.0137853128482627	0.035	0.025	1
NUDCD3	0.827543355131899	0.0137820481638852	0.204	0.199	1
POLR3C	0.814642326818236	0.0137648503949309	0.165	0.16	1
LYRM4	0.862967375879913	0.0137648503949309	0.165	0.162	1
